Granule UR,Producer Granule ID,Start Time,End Time,Cloud Cover,Day/Night,Size
SC:MOD13A2.005:2130575750,MOD13A2.A2014017.h10v05.005.2014038141358.hdf,2014-01-17T00:00:00Z,2014-02-01T23:59:59Z,0,DAY,19.1408
SC:MOD13A2.005:2130769503,MOD13A2.A2014033.h10v05.005.2014050103913.hdf,2014-02-02T00:00:00Z,2014-02-17T23:59:59Z,1,DAY,18.9119
SC:MOD13A2.005:2131020322,MOD13A2.A2014049.h10v05.005.2014066024117.hdf,2014-02-18T00:00:00Z,2014-03-05T23:59:59Z,0,DAY,18.7805
SC:MOD13A2.005:2131495898,MOD13A2.A2014065.h10v05.005.2014086123439.hdf,2014-03-06T00:00:00Z,2014-03-21T23:59:59Z,0,DAY,19.1651
SC:MOD13A2.005:2131677254,MOD13A2.A2014081.h10v05.005.2014098043740.hdf,2014-03-22T00:00:00Z,2014-04-06T23:59:59Z,0,DAY,19.1419
SC:MOD13A2.005:2131890582,MOD13A2.A2014097.h10v05.005.2014114091813.hdf,2014-04-07T00:00:00Z,2014-04-22T23:59:59Z,0,DAY,19.3526
SC:MOD13A2.005:2132106593,MOD13A2.A2014113.h10v05.005.2014130023927.hdf,2014-04-23T00:00:00Z,2014-05-08T23:59:59Z,0,DAY,19.5751
SC:MOD13A2.005:2132345051,MOD13A2.A2014129.h10v05.005.2014147190337.hdf,2014-05-09T00:00:00Z,2014-05-24T23:59:59Z,0,DAY,19.8293
SC:MOD13A2.005:2132544816,MOD13A2.A2014145.h10v05.005.2014161200525.hdf,2014-05-25T00:00:00Z,2014-06-09T23:59:59Z,11,DAY,20.7215
SC:MOD13A2.005:2132766114,MOD13A2.A2014161.h10v05.005.2014178040057.hdf,2014-06-10T00:00:00Z,2014-06-25T23:59:59Z,0,DAY,20.1277
SC:MOD13A2.005:2132988762,MOD13A2.A2014177.h10v05.005.2014194053058.hdf,2014-06-26T00:00:00Z,2014-07-11T23:59:59Z,0,DAY,19.7881
SC:MOD13A2.005:2133211407,MOD13A2.A2014193.h10v05.005.2014210153227.hdf,2014-07-12T00:00:00Z,2014-07-27T23:59:59Z,0,DAY,19.6004
SC:MOD13A2.005:2133430974,MOD13A2.A2014209.h10v05.005.2014226021910.hdf,2014-07-28T00:00:00Z,2014-08-12T23:59:59Z,0,DAY,19.6908
SC:MOD13A2.005:2133643033,MOD13A2.A2014225.h10v05.005.2014242022904.hdf,2014-08-13T00:00:00Z,2014-08-28T23:59:59Z,0,DAY,19.5874
SC:MOD13A2.005:2133994535,MOD13A2.A2014241.h10v05.005.2014275144610.hdf,2014-08-29T00:00:00Z,2014-09-13T23:59:59Z,1,DAY,19.8029
SC:MOD13A2.005:2134125348,MOD13A2.A2014257.h10v05.005.2014279024617.hdf,2014-09-14T00:00:00Z,2014-09-29T23:59:59Z,0,DAY,19.1588
SC:MOD13A2.005:2134565340,MOD13A2.A2014273.h10v05.005.2014297054702.hdf,2014-09-30T00:00:00Z,2014-10-15T23:59:59Z,0,DAY,18.6818
SC:MOD13A2.005:2135976442,MOD13A2.A2014289.h10v05.005.2014309204446.hdf,2014-10-16T00:00:00Z,2014-10-31T23:59:59Z,0,DAY,18.9674
SC:MOD13A2.005:2136242921,MOD13A2.A2014305.h10v05.005.2014324075951.hdf,2014-11-01T00:00:00Z,2014-11-16T23:59:59Z,0,DAY,18.7527
SC:MOD13A2.005:2136678916,MOD13A2.A2014321.h10v05.005.2014338112254.hdf,2014-11-17T00:00:00Z,2014-12-02T23:59:59Z,0,DAY,18.7999
SC:MOD13A2.005:2137475918,MOD13A2.A2014337.h10v05.005.2015007120703.hdf,2014-12-03T00:00:00Z,2014-12-18T23:59:59Z,6,DAY,18.7313
SC:MOD13A2.005:2137476519,MOD13A2.A2014353.h10v05.005.2015007112708.hdf,2014-12-19T00:00:00Z,2015-01-03T23:59:59Z,2,DAY,18.3629
SC:MOD13A2.005:2137725780,MOD13A2.A2015001.h10v05.005.2015027153142.hdf,2015-01-01T00:00:00Z,2015-01-16T23:59:59Z,0,DAY,18.9693
SC:MOD13A2.005:2137841821,MOD13A2.A2015017.h10v05.005.2015034033601.hdf,2015-01-17T00:00:00Z,2015-02-01T23:59:59Z,0,DAY,19.1239
SC:MOD13A2.005:2139316688,MOD13A2.A2015033.h10v05.005.2015050074732.hdf,2015-02-02T00:00:00Z,2015-02-17T23:59:59Z,0,DAY,19.1055
SC:MOD13A2.005:2142745003,MOD13A2.A2015049.h10v05.005.2015069155841.hdf,2015-02-18T00:00:00Z,2015-03-05T23:59:59Z,6,DAY,19.0142
SC:MOD13A2.005:2146124676,MOD13A2.A2015065.h10v05.005.2015083062654.hdf,2015-03-06T00:00:00Z,2015-03-21T23:59:59Z,0,DAY,18.8398
SC:MOD13A2.005:2148676419,MOD13A2.A2015081.h10v05.005.2015098085252.hdf,2015-03-22T00:00:00Z,2015-04-06T23:59:59Z,0,DAY,19.1927
SC:MOD13A2.005:2154276095,MOD13A2.A2015097.h10v05.005.2015117093450.hdf,2015-04-07T00:00:00Z,2015-04-22T23:59:59Z,0,DAY,19.0592
SC:MOD13A2.005:2159125665,MOD13A2.A2015113.h10v05.005.2015132235447.hdf,2015-04-23T00:00:00Z,2015-05-08T23:59:59Z,0,DAY,19.5254
SC:MOD13A2.005:2163677303,MOD13A2.A2015129.h10v05.005.2015146083936.hdf,2015-05-09T00:00:00Z,2015-05-24T23:59:59Z,3,DAY,19.5702
SC:MOD13A2.005:2168524565,MOD13A2.A2015145.h10v05.005.2015162170600.hdf,2015-05-25T00:00:00Z,2015-06-09T23:59:59Z,1,DAY,20.177
SC:MOD13A2.005:2172565403,MOD13A2.A2015161.h10v05.005.2015178100956.hdf,2015-06-10T00:00:00Z,2015-06-25T23:59:59Z,1,DAY,20.0391
SC:MOD13A2.005:2175631413,MOD13A2.A2015177.h10v05.005.2015194081245.hdf,2015-06-26T00:00:00Z,2015-07-11T23:59:59Z,0,DAY,19.8746
SC:MOD13A2.005:2179240774,MOD13A2.A2015193.h10v05.005.2015210034608.hdf,2015-07-12T00:00:00Z,2015-07-27T23:59:59Z,1,DAY,19.959
SC:MOD13A2.005:2182871492,MOD13A2.A2015209.h10v05.005.2015226090213.hdf,2015-07-28T00:00:00Z,2015-08-12T23:59:59Z,0,DAY,19.4733
SC:MOD13A2.005:2187605094,MOD13A2.A2015225.h10v05.005.2015243210423.hdf,2015-08-13T00:00:00Z,2015-08-28T23:59:59Z,0,DAY,19.256
SC:MOD13A2.005:2190328561,MOD13A2.A2015241.h10v05.005.2015258040218.hdf,2015-08-29T00:00:00Z,2015-09-13T23:59:59Z,0,DAY,19.0963
SC:MOD13A2.005:2194124942,MOD13A2.A2015257.h10v05.005.2015274034151.hdf,2015-09-14T00:00:00Z,2015-09-29T23:59:59Z,0,DAY,19.3105
SC:MOD13A2.005:2197019632,MOD13A2.A2015273.h10v05.005.2015290040901.hdf,2015-09-30T00:00:00Z,2015-10-15T23:59:59Z,0,DAY,18.8917
SC:MOD13A2.005:2201406896,MOD13A2.A2015289.h10v05.005.2015310083232.hdf,2015-10-16T00:00:00Z,2015-10-31T23:59:59Z,0,DAY,18.8132
