number,datasetID,site,system,taxa,nTime,spRichTotal,spRichCore,spRichTrans,propCore,propCore_pVal,propTrans,propTrans_pVal,meanAbundance,mu,bimodality,pBimodal,alpha,beta
658,232,5pgrass,Terrestrial,Mammal,24,19,5,9,0.263157895,0.708,0.473684211,0.238,192.7083333,0.425438596,0.547195967,0.021,0.678156855,0.78031329
659,232,5plarrea,Terrestrial,Mammal,25,19,7,8,0.368421053,0.523,0.421052632,0.27,361.96,0.507368421,0.545408951,0.006,0.783208564,0.701561392
660,232,goatdraw,Terrestrial,Mammal,14,14,4,6,0.285714286,0.638,0.428571429,0.142,126,0.474489796,0.556575293,0.055,0.851961197,0.825321021
661,232,rsgrass,Terrestrial,Mammal,10,18,12,6,0.666666667,0.128,0.333333333,0.419,397.6,0.688888889,0.69623533,0.008,0.945430331,0.483491421
662,232,rslarrea,Terrestrial,Mammal,20,21,10,7,0.476190476,0.115,0.333333333,0.445,339.2,0.557142857,0.502694535,0.017,0.956914713,0.759836703
663,232,two22,Terrestrial,Mammal,10,19,7,9,0.368421053,0.654,0.473684211,0.103,218.7,0.484210526,0.616460905,0.013,0.809962838,0.731101735
664,234,1,Terrestrial,Mammal,11,17,9,5,0.529411765,0.306,0.294117647,0.371,1646.090909,0.64171123,0.705833333,0.007,0.860099537,0.496563821
665,237,1,Terrestrial,Mammal,12,10,7,3,0.7,0.077,0.3,0.568,1706.666667,0.725,0.601983471,0.031,1.27341888,0.608453411
666,237,10,Terrestrial,Mammal,11,10,7,2,0.7,0.151,0.2,0.603,1925.636364,0.745454545,0.6144,0.037,1.28726144,0.567580649
667,237,12,Terrestrial,Mammal,9,9,7,2,0.777777778,0.204,0.222222222,0.673,1784.555556,0.790123457,0.5125,0.078,1.730739481,0.6427422
668,237,14,Terrestrial,Mammal,12,11,7,4,0.636363636,0.158,0.363636364,0.405,1643,0.674242424,0.736088154,0.002,0.956788578,0.535663999
669,238,1,Terrestrial,Plant,16,61,20,25,0.327868852,0.748,0.409836066,0.119,114.688,0.456967213,0.399694146,0.295,1.013925284,1.1298938
670,238,2,Terrestrial,Plant,16,53,18,25,0.339622642,0.704,0.471698113,0.025,117.3473125,0.463443396,0.442545109,0.1,0.979160726,1.071713022
671,238,3,Terrestrial,Plant,16,59,19,24,0.322033898,0.734,0.406779661,0.192,100.618,0.460805085,0.465307791,0.072,0.874790558,0.970691731
672,238,4,Terrestrial,Plant,16,61,23,24,0.37704918,0.512,0.393442623,0.181,120.7551875,0.478483607,0.441290323,0.123,0.924903098,0.959079759
673,238,5,Terrestrial,Plant,16,61,22,26,0.360655738,0.611,0.426229508,0.086,123.7385,0.470286885,0.454537634,0.083,0.9004466,0.950467141
674,238,6,Terrestrial,Plant,16,67,21,27,0.313432836,0.854,0.402985075,0.107,132.148125,0.486007463,0.401719152,0.261,1.034387603,1.012156104
675,238,7,Terrestrial,Plant,16,53,23,23,0.433962264,0.324,0.433962264,0.138,105.427375,0.485849057,0.519189617,0.032,0.868281629,0.919505806
676,238,8,Terrestrial,Plant,16,68,22,31,0.323529412,0.797,0.455882353,0.018,105.0023125,0.458639706,0.439534794,0.068,0.898137328,0.979759194
677,238,9,Terrestrial,Plant,16,58,19,28,0.327586207,0.629,0.482758621,0.079,116.7086875,0.453663793,0.487699828,0.037,0.823250565,0.931635999
678,238,10,Terrestrial,Plant,16,62,23,27,0.370967742,0.576,0.435483871,0.041,118.5465,0.489919355,0.431938952,0.093,1.032236832,1.036990959
679,238,11,Terrestrial,Plant,16,56,20,26,0.357142857,0.627,0.464285714,0.02,105.3361875,0.469866071,0.445708617,0.079,0.964547173,1.030179912
680,238,12,Terrestrial,Plant,16,57,18,22,0.315789474,0.842,0.385964912,0.194,111.9270625,0.475877193,0.423524904,0.132,0.938857266,0.973250373
681,238,13,Terrestrial,Plant,16,61,21,28,0.344262295,0.632,0.459016393,0.087,117.1915,0.455942623,0.472458781,0.057,0.811389556,0.87035353
682,238,14,Terrestrial,Plant,16,63,19,30,0.301587302,0.823,0.476190476,0.025,107.298375,0.432539683,0.412831541,0.224,0.947011328,1.195153755
683,238,15,Terrestrial,Plant,16,57,17,27,0.298245614,0.758,0.473684211,0.057,104.4506875,0.416666667,0.460700602,0.105,0.811073588,1.031968688
684,238,16,Terrestrial,Plant,16,58,22,22,0.379310345,0.531,0.379310345,0.229,105.4304375,0.495689655,0.421677897,0.179,1.079711716,1.095087411
685,241,1,Marine,Benthos,23,80,8,50,0.1,0.999,0.625,0,1964.565217,0.295652174,0.29285124,0.774,0.778796759,1.539447536
686,241,2,Marine,Benthos,23,84,9,56,0.107142857,0.994,0.666666667,0,2664.782609,0.277432712,0.316195349,0.538,0.701184998,1.486192412
687,241,3,Marine,Benthos,23,74,9,50,0.121621622,0.992,0.675675676,0,2311.956522,0.292596945,0.318806633,0.572,0.735266415,1.366774146
688,241,4,Marine,Benthos,25,100,31,55,0.31,0.67,0.55,0.012,2756.8,0.43,0.572690972,0,0.544791374,0.554577716
689,241,5,Marine,Benthos,24,90,34,46,0.377777778,0.312,0.511111111,0.021,2195.625,0.449074074,0.546402483,0.001,0.619463596,0.641224329
690,241,6,Marine,Benthos,21,91,21,58,0.230769231,0.913,0.637362637,0.005,2582.142857,0.336996337,0.42273913,0.133,0.637831794,1.008976842
691,241,7,Marine,Benthos,8,30,7,13,0.233333333,0.821,0.433333333,0.105,1624.375,0.429166667,0.50984127,0.138,0.854118214,0.90351137
692,242,1,Marine,Fish,23,26,2,16,0.076923077,0.993,0.615384615,0.008,116,0.301003344,0.319086508,0.597,0.838141558,1.589184664
693,242,2,Marine,Fish,22,22,2,13,0.090909091,0.998,0.590909091,0.027,45.27272727,0.301652893,0.284927194,0.743,0.913785227,1.752467454
694,242,3,Marine,Fish,21,24,2,18,0.083333333,0.991,0.75,0.009,40.95238095,0.248015873,0.261649306,0.678,0.932275384,2.315288607
695,242,4,Marine,Fish,24,28,9,17,0.321428571,0.577,0.607142857,0.03,224.4166667,0.385416667,0.527477721,0.011,0.653085594,0.869022432
696,242,5,Marine,Fish,22,24,7,11,0.291666667,0.805,0.458333333,0.13,245.3636364,0.450757576,0.497291509,0.022,0.760559532,0.814722224
697,242,6,Marine,Fish,20,23,4,13,0.173913043,0.954,0.565217391,0.02,122.8,0.367391304,0.445605641,0.113,0.767601118,1.054202739
698,242,7,Marine,Fish,7,10,2,5,0.2,0.999,0.5,0.223,7.857142857,0.385714286,0.334444444,0.709,1.818434243,2.667542551
699,243,1,Marine,Fish,23,24,7,10,0.291666667,0.719,0.416666667,0.212,794.8695652,0.460144928,0.486857208,0.033,0.782322845,0.806730454
700,243,2,Marine,Fish,22,26,12,11,0.461538462,0.319,0.423076923,0.272,823.7727273,0.501748252,0.704329858,0,0.597726823,0.574894188
701,243,3,Marine,Fish,21,25,12,11,0.48,0.316,0.44,0.329,929.8095238,0.493333333,0.698621795,0,0.597770993,0.590625139
702,243,4,Marine,Fish,24,28,16,11,0.571428571,0.129,0.392857143,0.427,1737.625,0.577380952,0.824042282,0,0.526226598,0.387407122
703,243,5,Marine,Fish,22,26,15,10,0.576923077,0.092,0.384615385,0.37,1928.727273,0.592657343,0.717586443,0,0.666170542,0.497487789
704,243,6,Marine,Fish,21,24,13,7,0.541666667,0.141,0.291666667,0.675,926.2380952,0.597222222,0.614982639,0.001,0.768959227,0.547574999
705,243,7,Marine,Fish,6,7,2,5,0.285714286,0.596,0.714285714,0.145,128.3333333,0.333333333,0.28,0.497,2.480546943,4.354642397
706,244,1,Marine,Benthos,30,23,14,5,0.608695652,0.083,0.217391304,0.799,483.8544445,0.684057971,0.477299751,0.072,1.161822452,0.616432131
707,244,2,Marine,Benthos,30,22,12,8,0.545454545,0.077,0.363636364,0.449,1296.645556,0.609090909,0.545749354,0.008,0.901682334,0.598421465
708,244,3,Marine,Benthos,30,23,17,3,0.739130435,0.003,0.130434783,0.953,1317.838889,0.765217391,0.312218499,0.5,2.075682086,0.737877772
709,244,4,Marine,Benthos,30,26,18,6,0.692307692,0.042,0.230769231,0.687,891.1694445,0.730769231,0.477059573,0.091,1.202063466,0.535541833
710,244,5,Marine,Benthos,29,24,13,7,0.541666667,0.168,0.291666667,0.502,919.2000605,0.637931034,0.522959184,0.014,0.88467132,0.519671647
711,244,6,Marine,Benthos,30,26,16,6,0.615384615,0.024,0.230769231,0.833,2114.815086,0.676923077,0.453587938,0.094,1.115930222,0.573073143
712,244,7,Marine,Benthos,30,25,13,9,0.52,0.087,0.36,0.471,904.5244445,0.594666667,0.573447361,0.002,0.861981389,0.589110824
713,244,8,Marine,Benthos,30,24,13,9,0.541666667,0.019,0.375,0.395,1516.935556,0.563888889,0.548916634,0.002,0.859072527,0.683831025
714,244,9,Marine,Benthos,30,23,11,10,0.47826087,0.163,0.434782609,0.245,3179,0.546376812,0.627247505,0.001,0.72561733,0.589507711
715,244,10,Marine,Benthos,26,26,16,4,0.615384615,0.018,0.153846154,0.979,1278.625,0.705621302,0.403663905,0.188,1.225459786,0.567741795
716,244,11,Marine,Benthos,30,25,14,5,0.56,0.047,0.2,0.924,1553.535843,0.664,0.447391689,0.09,1.090626586,0.610002788
717,244,12,Marine,Benthos,30,24,11,8,0.458333333,0.208,0.333333333,0.534,1423.835556,0.551388889,0.603638195,0.008,0.687309936,0.573486209
718,244,13,Marine,Benthos,30,25,16,9,0.64,0.021,0.36,0.451,1944.103889,0.642666667,0.583295222,0.002,0.858823701,0.510494413
719,244,14,Marine,Benthos,30,25,15,8,0.6,0.012,0.32,0.617,2994.662778,0.606666667,0.586908137,0,0.830680685,0.58102119
720,244,15,Marine,Benthos,30,25,9,12,0.36,0.465,0.48,0.145,4989.397222,0.473333333,0.564422696,0,0.680601129,0.672688404
721,244,16,Marine,Benthos,26,24,8,10,0.333333333,0.6,0.416666667,0.217,2703.75,0.469551282,0.568522222,0.001,0.687124417,0.70239348
722,244,21,Marine,Benthos,11,20,16,3,0.8,0.006,0.15,0.76,867.6439394,0.777272727,0.3819,0.333,1.757722729,0.639428786
723,244,22,Marine,Benthos,7,20,17,3,0.85,0.262,0.15,0.438,1287.297619,0.864285714,0.449722222,0.069,1.718572302,0.411323598
724,244,23,Marine,Benthos,7,19,15,2,0.789473684,0.099,0.105263158,0.864,1435.071429,0.834586466,0.331481481,0.401,2.318401562,0.559873654
725,244,24,Marine,Benthos,7,18,15,3,0.833333333,0.166,0.166666667,0.551,483.7261905,0.849206349,0.42558299,0.172,1.890402123,0.47226401
726,244,25,Marine,Benthos,7,20,15,2,0.75,0.136,0.1,0.999,889.4880953,0.807142857,0.369722222,0.417,1.959824416,0.559448049
727,244,26,Marine,Benthos,7,19,15,2,0.789473684,0.211,0.105263158,0.851,1552.654762,0.842105263,0.338888889,0.326,2.284635223,0.53130225
728,244,27,Marine,Benthos,7,18,15,3,0.833333333,0.187,0.166666667,0.54,1932.678571,0.857142857,0.382716049,0.162,2.143004471,0.48255581
729,244,28,Marine,Benthos,7,21,13,4,0.619047619,0.341,0.19047619,0.728,1941.607143,0.734693878,0.48030303,0.163,1.420750351,0.536586683
730,244,29,Marine,Benthos,7,16,14,2,0.875,0.164,0.125,0.579,1339.071429,0.875,0.359375,0.211,2.323307187,0.513675324
731,244,30,Marine,Benthos,7,17,15,1,0.882352941,0.431,0.058823529,0.721,5115.702381,0.924369748,0.237654321,0.103,3.855823466,0.534062234
732,244,31,Marine,Benthos,7,20,17,2,0.85,0.028,0.1,0.852,1995.035714,0.842857143,0.321111111,0.469,2.281418164,0.551454952
733,244,32,Marine,Benthos,7,20,15,4,0.75,0.43,0.2,0.379,6052.345238,0.814285714,0.601111111,0.006,1.242934948,0.380951395
734,244,33,Marine,Benthos,7,18,14,2,0.777777778,0.079,0.111111111,0.911,1181.285714,0.793650794,0.43484225,0.256,1.689960629,0.543499277
735,244,34,Marine,Benthos,7,21,16,4,0.761904762,0.117,0.19047619,0.659,3424.392857,0.775510204,0.525757576,0.16,1.379326462,0.488339522
736,244,35,Marine,Benthos,7,20,17,2,0.85,0.154,0.1,0.758,4690.416667,0.864285714,0.316388889,0.269,2.450047687,0.501705352
737,244,36,Marine,Benthos,7,19,13,5,0.684210526,0.137,0.263157895,0.554,1742.75,0.691729323,0.648148148,0.042,1.080637115,0.518423114
738,244,37,Marine,Benthos,7,21,14,4,0.666666667,0.364,0.19047619,0.529,1525.333333,0.761904762,0.586868687,0.044,1.213107564,0.441063419
739,246,1,Marine,Fish,16,40,17,19,0.425,0.4,0.475,0.12,4385.9375,0.4875,0.639288889,0,0.631902384,0.579882688
740,246,2,Marine,Fish,16,37,16,16,0.432432432,0.308,0.432432432,0.142,1311.0625,0.513513514,0.601169591,0,0.721528929,0.606713932
741,246,3,Marine,Fish,16,46,18,22,0.391304348,0.488,0.47826087,0.116,1595.875,0.497282609,0.615232094,0,0.633668554,0.524981022
742,246,4,Marine,Fish,16,41,18,16,0.43902439,0.363,0.390243902,0.292,2255.9375,0.547256098,0.623703704,0,0.687532364,0.495723197
743,246,5,Marine,Fish,16,44,15,20,0.340909091,0.619,0.454545455,0.127,1254,0.480113636,0.595371901,0.001,0.664466649,0.607073397
744,246,6,Marine,Fish,16,40,16,16,0.4,0.439,0.4,0.235,1999.5625,0.515625,0.580222222,0.002,0.745669265,0.631484238
745,246,7,Marine,Fish,16,44,20,17,0.454545455,0.286,0.386363636,0.28,3653.625,0.545454545,0.557869605,0.002,0.766018627,0.557596709
746,246,8,Marine,Fish,16,44,17,25,0.386363636,0.474,0.568181818,0.039,2294.4375,0.460227273,0.665123967,0,0.577312096,0.537552785
747,246,9,Marine,Fish,16,44,16,20,0.363636364,0.578,0.454545455,0.173,2514.1875,0.487215909,0.649357208,0.002,0.598138405,0.523560042
748,246,10,Marine,Fish,16,46,11,27,0.239130435,0.852,0.586956522,0.015,1066.4375,0.388586957,0.467565637,0.104,0.678717999,0.835587797
749,246,11,Marine,Fish,16,41,13,20,0.317073171,0.68,0.487804878,0.103,10780.4375,0.467987805,0.635280423,0.003,0.599251553,0.545459533
750,246,12,Marine,Fish,16,44,16,24,0.363636364,0.547,0.545454545,0.072,2481.8125,0.46875,0.654141414,0,0.598084079,0.553429049
751,246,13,Marine,Fish,16,42,17,17,0.404761905,0.437,0.404761905,0.285,3062.25,0.537202381,0.610420761,0.002,0.695825821,0.508329134
752,246,14,Marine,Fish,16,35,6,21,0.171428571,0.986,0.6,0.012,1449,0.351785714,0.442352941,0.163,0.698387679,0.992180541
753,246,15,Marine,Fish,16,40,10,23,0.25,0.814,0.575,0.023,3766.8125,0.403125,0.576844444,0.005,0.604704046,0.675212632
754,246,16,Marine,Fish,16,42,12,24,0.285714286,0.794,0.571428571,0.013,2981.6875,0.415178571,0.555192744,0.011,0.64553188,0.722621747
755,246,22,Marine,Fish,7,35,18,10,0.514285714,0.191,0.285714286,0.505,1179,0.612244898,0.56281772,0.052,1.012755029,0.59546974
756,246,23,Marine,Fish,7,36,19,11,0.527777778,0.211,0.305555556,0.551,2136.857143,0.619047619,0.654320988,0.043,0.873614107,0.49438457
757,246,24,Marine,Fish,7,32,19,5,0.59375,0.218,0.15625,0.999,1697.571429,0.691964286,0.445203993,0.366,1.333359081,0.571812087
758,246,25,Marine,Fish,7,33,19,10,0.575757576,0.256,0.303030303,0.377,1940.285714,0.662337662,0.632352941,0.015,0.969435173,0.481424328
759,246,26,Marine,Fish,7,41,19,16,0.463414634,0.491,0.390243902,0.267,3532.714286,0.592334495,0.729761905,0,0.76147376,0.446402214
760,246,27,Marine,Fish,7,36,19,10,0.527777778,0.354,0.277777778,0.433,3831.142857,0.654761905,0.619598765,0.039,0.933580886,0.464383173
761,246,28,Marine,Fish,7,41,18,14,0.43902439,0.56,0.341463415,0.549,4413.142857,0.571428571,0.672486772,0.035,0.797673163,0.513168234
762,246,29,Marine,Fish,7,37,19,13,0.513513514,0.371,0.351351351,0.343,4568,0.617760618,0.709551657,0.001,0.810567645,0.450482836
763,246,30,Marine,Fish,7,28,16,11,0.571428571,0.278,0.392857143,0.236,3778,0.637755102,0.654620181,0.035,0.979658749,0.530189799
764,246,31,Marine,Fish,7,30,15,7,0.5,0.437,0.233333333,0.723,4154.142857,0.647619048,0.51654321,0.17,1.132749946,0.57086634
765,246,32,Marine,Fish,7,33,16,10,0.484848485,0.339,0.303030303,0.504,4634,0.575757576,0.555964052,0.058,0.999737679,0.671530811
766,246,33,Marine,Fish,7,31,16,9,0.516129032,0.257,0.290322581,0.477,4718.142857,0.626728111,0.600462963,0.018,0.99815231,0.561025835
767,246,34,Marine,Fish,7,33,17,11,0.515151515,0.263,0.333333333,0.368,3713.714286,0.606060606,0.627042484,0.012,0.918660092,0.542153032
768,246,35,Marine,Fish,7,33,10,17,0.303030303,0.896,0.515151515,0.05,2167.142857,0.471861472,0.569444444,0.092,0.845692022,0.754018421
769,246,36,Marine,Fish,7,35,7,19,0.2,0.974,0.542857143,0.038,1520.285714,0.395918367,0.362745098,0.643,1.166357914,1.495187351
770,246,37,Marine,Fish,7,38,16,17,0.421052632,0.588,0.447368421,0.139,5215.857143,0.533834586,0.647276085,0.008,0.826474509,0.61890224
771,247,224398.603_4702460.025,Terrestrial,Arthropod,18,25,12,10,0.48,0.17,0.4,0.218,3732.286111,0.5,0.527903469,0.036,0.85907197,0.830413685
772,247,255549.15_4571555.12,Terrestrial,Arthropod,15,20,6,9,0.3,0.691,0.45,0.19,2332.378,0.49,0.48627551,0.059,0.977938843,0.966632188
773,247,444979.7957_4609829.505,Terrestrial,Arthropod,13,20,7,8,0.35,0.639,0.4,0.202,5059.116154,0.507692308,0.495555556,0.062,1.04304793,0.962957487
774,247,447651.2162_4609884.569,Terrestrial,Arthropod,10,18,9,8,0.5,0.333,0.444444444,0.244,6527.092,0.505555556,0.479957324,0.189,1.206779705,1.163454418
775,247,449158.0896_4606861.348,Terrestrial,Arthropod,34,27,8,14,0.296296296,0.728,0.518518519,0.066,4251.051471,0.427015251,0.568714114,0.001,0.611698359,0.689744056
776,247,450259.9927_4649982.753,Terrestrial,Arthropod,34,26,10,10,0.384615385,0.464,0.384615385,0.336,11479.34618,0.5,0.60182242,0.001,0.633185763,0.57237067
777,247,546064.8738_4708921.485,Terrestrial,Arthropod,25,21,8,11,0.380952381,0.462,0.523809524,0.066,3668.3868,0.48,0.595265152,0.002,0.71889489,0.655181067
778,247,555217.7544_4702548.789,Terrestrial,Arthropod,24,18,9,9,0.5,0.218,0.5,0.229,2781.007083,0.546296296,0.592219188,0.008,0.82242997,0.624508923
779,247,557092.8397_4701434.983,Terrestrial,Arthropod,24,19,9,10,0.473684211,0.145,0.526315789,0.048,2613.514167,0.510964912,0.560176434,0,0.850818174,0.758214762
780,247,604084.8723_4658114.179,Terrestrial,Arthropod,18,26,9,14,0.346153846,0.533,0.538461538,0.031,4350.428333,0.452991453,0.599086833,0.005,0.679046139,0.671800091
781,247,692033.2481_4704389.533,Terrestrial,Arthropod,9,21,8,10,0.380952381,0.752,0.476190476,0.167,2235.624444,0.502645503,0.576420455,0.032,0.862459675,0.720692161
782,247,692947.6609_4709516.123,Terrestrial,Arthropod,8,17,9,7,0.529411765,0.299,0.411764706,0.196,1497.32875,0.558823529,0.704648526,0.015,0.865950519,0.633033732
783,247,698107.1579_4596222.532,Terrestrial,Arthropod,7,20,7,9,0.35,0.803,0.45,0.147,1689.092857,0.507142857,0.638611111,0.023,0.873375947,0.708490392
784,248,1,Marine,Fish,12,39,5,26,0.128205128,0.977,0.666666667,0.014,88.66666667,0.331196581,0.289212701,0.754,1.093300559,1.927461387
785,248,2,Marine,Fish,12,44,9,24,0.204545455,0.861,0.545454545,0.096,131.6666667,0.371212121,0.407895636,0.289,0.852796705,1.220940779
786,248,3,Marine,Fish,12,41,9,27,0.219512195,0.815,0.658536585,0.006,164.1666667,0.386178862,0.311019284,0.71,1.320417483,1.950901818
787,248,5,Marine,Fish,6,30,9,16,0.3,0.603,0.533333333,0.071,101.8333333,0.466666667,0.5056,0.209,1.016064144,0.958104244
788,248,6,Marine,Fish,12,43,10,27,0.23255814,0.743,0.627906977,0.024,130.9166667,0.352713178,0.430503381,0.221,0.795092938,1.171907457
789,250,BCB,Freshwater,Fish,10,11,6,3,0.545454545,0.376,0.272727273,0.54,300,0.663636364,0.699588477,0.008,1.027264782,0.574157632
790,250,CC,Freshwater,Fish,9,13,7,5,0.538461538,0.448,0.384615385,0.387,228.2222222,0.658119658,0.681547619,0.019,1.049537403,0.561219911
791,252,C,Terrestrial,Arthropod,9,104,13,77,0.125,0.999,0.740384615,0.012,405.5555556,0.293803419,0.27874792,0.66,1.023588102,2.039650381
792,252,G,Terrestrial,Arthropod,9,116,22,81,0.189655172,0.984,0.698275862,0.008,634.1111111,0.350574713,0.362719233,0.487,0.894469751,1.308127064
793,252,P,Terrestrial,Arthropod,6,101,19,71,0.188118812,0.678,0.702970297,0.064,615.5,0.367986799,0.381239216,0.454,1.007641966,1.361515167
794,254,1,Terrestrial,Mammal,15,21,10,9,0.476190476,0.312,0.428571429,0.347,786,0.60952381,0.62393321,0.005,0.866041218,0.513672387
795,255,1,Marine,Fish,21,80,28,42,0.35,0.636,0.525,0.041,4571.428571,0.45297619,0.592998438,0,0.58083098,0.565608592
796,257,1,Marine,Arthropod,12,27,11,13,0.407407407,0.368,0.481481481,0.228,515.5833333,0.5,0.644900554,0.007,0.715969651,0.631363439
797,258,1BF,Terrestrial,Plant,9,62,24,27,0.387096774,0.794,0.435483871,0.142,1708.233333,0.505376344,0.525559313,0.026,0.808400311,0.647905876
798,258,1BO,Terrestrial,Plant,9,67,25,30,0.373134328,0.734,0.447761194,0.153,2101.611111,0.502487562,0.569825089,0.013,0.739286508,0.58847555
799,258,1CF,Terrestrial,Plant,9,63,26,31,0.412698413,0.613,0.492063492,0.148,1764.311111,0.465608466,0.454196069,0.228,1.084991462,1.194439449
800,258,1CO,Terrestrial,Plant,9,54,20,24,0.37037037,0.777,0.444444444,0.152,1690.533333,0.495884774,0.462298525,0.22,1.139770874,1.11046083
801,258,2BF,Terrestrial,Plant,9,69,23,33,0.333333333,0.911,0.47826087,0.046,1568.688889,0.479871176,0.499185924,0.079,0.807195011,0.691886377
802,258,2BO,Terrestrial,Plant,9,75,17,43,0.226666667,0.991,0.573333333,0.04,1638.033333,0.382222222,0.380467639,0.476,1.063868997,1.545127
803,258,2CF,Terrestrial,Plant,9,81,21,47,0.259259259,0.941,0.580246914,0.027,1904.388889,0.399176955,0.424104421,0.303,1.010890073,1.375376641
804,258,2CO,Terrestrial,Plant,9,77,18,40,0.233766234,0.999,0.519480519,0.041,1701.9,0.427128427,0.422254555,0.332,0.850647301,0.897878325
805,258,3BF,Terrestrial,Plant,9,63,23,24,0.365079365,0.916,0.380952381,0.265,1523.222222,0.536155203,0.471427671,0.105,0.923309163,0.670663181
806,258,3BO,Terrestrial,Plant,9,83,30,38,0.361445783,0.84,0.457831325,0.12,1778.611111,0.497991968,0.527729384,0.028,0.773932329,0.623915606
807,258,3CF,Terrestrial,Plant,9,71,30,29,0.422535211,0.606,0.408450704,0.252,1668.155556,0.513302034,0.417981151,0.405,1.284485028,1.188758315
808,258,3CO,Terrestrial,Plant,9,82,32,40,0.390243902,0.697,0.487804878,0.119,1699.7,0.494579946,0.591695791,0.012,0.696932234,0.559394811
809,258,4BF,Terrestrial,Plant,9,72,25,35,0.347222222,0.828,0.486111111,0.172,1590.977778,0.449074074,0.429578993,0.328,1.10612224,1.292658102
810,258,4BO,Terrestrial,Plant,9,82,29,42,0.353658537,0.774,0.512195122,0.059,1659.911111,0.462059621,0.537301086,0.04,0.725014062,0.650419867
811,258,4CF,Terrestrial,Plant,9,71,27,32,0.38028169,0.719,0.450704225,0.123,1742.511111,0.497652582,0.56500496,0.022,0.742168456,0.600520393
812,258,4CO,Terrestrial,Plant,9,65,22,29,0.338461538,0.839,0.446153846,0.152,1427.933333,0.45982906,0.415246212,0.383,1.220245002,1.399324468
813,259,1,Terrestrial,Plant,14,92,36,34,0.391304348,0.411,0.369565217,0.203,30384.85714,0.50621118,0.427914677,0.247,1.083689002,1.084339253
814,260,1,Marine,Plankton,18,49,18,18,0.367346939,0.366,0.367346939,0.263,944.4444444,0.535147392,0.510738178,0.016,0.776725582,0.565143275
815,261,1,Freshwater,Fish,12,50,18,28,0.36,0.351,0.56,0.047,927.25,0.436666667,0.571980165,0.003,0.696373282,0.754313137
816,263,1,Terrestrial,Bird,29,16,4,10,0.25,0.785,0.625,0.019,64.62068966,0.338362069,0.510981346,0.037,0.651879387,1.002666061
817,264,cm,Terrestrial,Bird,40,50,29,13,0.58,0.144,0.26,0.526,186.55,0.6615,0.574696647,0.001,0.685636203,0.376002233
818,264,k,Terrestrial,Bird,40,76,40,21,0.526315789,0.325,0.276315789,0.395,372.20125,0.632565789,0.580575088,0,0.626518394,0.351782824
819,264,l,Terrestrial,Bird,37,56,34,18,0.607142857,0.133,0.321428571,0.361,212.7824324,0.657335907,0.632507401,0,0.644063571,0.351470532
820,264,ms,Terrestrial,Bird,40,50,29,17,0.58,0.15,0.34,0.37,231.9725,0.639,0.628024721,0,0.670519821,0.374934101
821,264,ne,Terrestrial,Bird,40,54,26,17,0.481481481,0.13,0.314814815,0.508,120.7775,0.596296296,0.532145753,0,0.754784709,0.504550356
822,264,nw,Terrestrial,Bird,40,55,30,18,0.545454545,0.051,0.327272727,0.476,119.88375,0.587272727,0.600461267,0,0.634850799,0.453390026
823,264,w,Terrestrial,Bird,40,66,33,22,0.5,0.287,0.333333333,0.353,239.6475,0.599242424,0.636102221,0,0.561143827,0.361713001
824,265,1,Terrestrial,Bird,57,41,18,19,0.43902439,0.257,0.463414634,0.166,131.5964912,0.51732991,0.619776482,0,0.566327456,0.480931007
825,266,1,Terrestrial,Bird,37,35,15,18,0.428571429,0.314,0.514285714,0.089,417,0.49034749,0.72495562,0,0.523743509,0.474871052
826,267,1,Terrestrial,Bird,22,20,7,8,0.35,0.589,0.4,0.336,30.72727273,0.484090909,0.564421769,0.01,0.727169735,0.690472191
827,268,1,Terrestrial,Bird,27,33,16,10,0.484848485,0.147,0.303030303,0.593,63.92592593,0.610549944,0.528770014,0.005,0.872283876,0.550379533
828,269,K1,Terrestrial,Bird,38,26,10,15,0.384615385,0.414,0.576923077,0.065,89.5,0.447368421,0.682137439,0,0.531597283,0.533948098
829,269,K2,Terrestrial,Bird,38,19,6,10,0.315789474,0.613,0.526315789,0.101,36.31578947,0.426592798,0.594805616,0.006,0.636614614,0.681231933
830,269,OA,Terrestrial,Bird,11,23,7,11,0.304347826,0.652,0.47826087,0.145,60.18181818,0.4743083,0.665454545,0.01,0.681214575,0.58543395
831,269,PAL,Terrestrial,Bird,12,24,8,12,0.333333333,0.577,0.5,0.083,73.16666667,0.486111111,0.563820018,0.02,0.792316909,0.70621976
832,270,Ft Riley,Terrestrial,Bird,11,52,34,7,0.653846154,0.357,0.134615385,0.289,454,0.75,0.378269231,0,1.339203455,0.464156381
833,270,Konza Prairie,Terrestrial,Bird,11,55,35,11,0.636363636,0.366,0.2,0.286,545,0.715702479,0.582089947,0,0.858195368,0.366708597
834,272,1,Terrestrial,Bird,12,33,24,4,0.727272727,0.172,0.121212121,0.851,167.0833333,0.795454545,0.401251823,0.13,1.415179683,0.401151642
835,274,000b_a,Terrestrial,Arthropod,10,13,8,3,0.615384615,0.318,0.230769231,0.576,118,0.653846154,0.53968254,0.058,1.370134768,0.831750625
836,274,000b_b,Terrestrial,Arthropod,10,14,8,5,0.571428571,0.225,0.357142857,0.396,152,0.585714286,0.542202066,0.079,1.282166325,0.998525601
837,274,001d_a,Terrestrial,Arthropod,23,24,6,14,0.25,0.857,0.583333333,0.01,219.7826087,0.360507246,0.436969123,0.122,0.722904234,1.062894519
