year,location,season,night,web,trap,recap,species,sex,age,reprod,mass
2007,5plarrea,1,3,1,60,y,dime,f,a,na,na
2007,5plarrea,1,3,1,66,y,dime,m,a,na,na
2007,5plarrea,1,3,1,67,y,dime,f,a,na,na
2007,5plarrea,1,3,1,68,y,onar,f,a,na,na
2007,5plarrea,1,3,1,69,y,disp,f,a,na,na
2007,5plarrea,1,3,1,70,y,dime,m,a,na,na
2007,5plarrea,1,3,1,72,n,pmer,f,a,p,25
2007,5plarrea,1,3,1,75,n,pmer,m,a,st,24
2007,5plarrea,1,3,1,79,n,dime,m,a,na,na
2007,5plarrea,1,3,1,80,n,pmer,m,a,st,28
2007,5plarrea,1,3,1,81,n,disp,m,a,st,148
2007,5plarrea,1,3,1,82,y,dime,f,a,na,na
2007,5plarrea,1,3,1,83,y,dime,m,a,na,na
2007,5plarrea,1,3,1,84,y,dime,f,a,na,na
2007,5plarrea,1,3,1,93,n,pgfv,m,a,na,7
2007,5plarrea,1,3,1,94,n,dime,m,j,na,20
2007,5plarrea,1,3,1,95,y,disp,f,a,na,na
2007,5plarrea,1,3,1,96,y,dime,f,a,na,na
2007,5plarrea,1,3,1,102,n,pgfv,m,a,na,9
2007,5plarrea,1,3,1,103,y,dime,m,a,na,na
2007,5plarrea,1,3,1,106,y,dime,m,a,na,na
2007,5plarrea,1,3,1,107,y,dime,f,a,na,na
2007,5plarrea,1,3,1,108,y,dime,m,a,na,na
2007,5plarrea,1,3,1,111,y,dime,m,a,na,na
2007,5plarrea,1,3,1,113,y,dime,f,a,na,na
2007,5plarrea,1,3,1,115,y,disp,m,a,na,na
2007,5plarrea,1,3,1,117,n,dime,m,a,st,42
2007,5plarrea,1,3,1,119,n,dime,f,a,na,38
2007,5plarrea,1,3,1,120,y,dime,m,a,na,na
2007,5plarrea,1,3,1,122,y,disp,m,a,na,na
2007,5plarrea,1,3,1,125,y,dime,m,a,na,na
2007,5plarrea,1,3,1,128,y,dime,f,a,na,na
2007,5plarrea,1,3,1,130,y,dime,f,a,na,na
2007,5plarrea,1,3,1,131,y,disp,f,a,na,na
2007,5plarrea,1,3,1,132,y,dime,m,a,na,na
2007,5plarrea,1,3,1,133,n,pgfv,f,a,p,8.5
2007,5plarrea,1,3,1,135,n,neal,f,a,na,109
2007,5plarrea,1,3,1,140,n,pmer,f,a,na,26
2007,5plarrea,1,3,1,142,n,dime,m,a,na,37
2007,5plarrea,1,3,3,4,n,pmer,m,j,na,16
2007,5plarrea,1,3,3,6,y,dime,m,a,na,na
2007,5plarrea,1,3,3,7,n,disp,m,a,na,120
2007,5plarrea,1,3,3,11,n,pgfv,f,a,na,7
2007,5plarrea,1,3,3,12,y,dime,f,a,na,na
2007,5plarrea,1,3,3,15,y,disp,m,a,na,na
2007,5plarrea,1,3,3,20,y,dior,m,a,na,na
2007,5plarrea,1,3,3,21,y,dior,m,a,na,na
2007,5plarrea,1,3,3,30,n,dime,m,a,na,41
2007,5plarrea,1,3,3,33,y,dior,f,a,na,na
2007,5plarrea,1,3,3,43,n,dior,f,a,p,67
2007,5plarrea,1,3,3,44,y,dior,m,a,na,na
2007,5plarrea,1,3,3,45,y,dime,f,a,na,na
2007,5plarrea,1,3,3,46,n,dior,m,a,st,59
2007,5plarrea,1,3,3,47,y,pgfv,f,a,na,na
2007,5plarrea,1,3,3,48,n,dior,m,a,na,56
2007,5plarrea,1,3,3,54,n,onar,m,a,st,17.5
2007,5plarrea,1,3,3,56,y,dime,m,a,na,na
2007,5plarrea,1,3,3,57,y,disp,f,a,na,na
2007,5plarrea,1,3,3,59,n,disp,f,j,na,65
2007,5plarrea,1,3,3,60,n,dime,m,a,st,45
2007,5plarrea,1,3,3,61,y,pgfv,m,a,na,na
2007,5plarrea,1,3,3,66,n,neal,m,j,na,94
2007,5plarrea,1,3,3,68,y,dime,m,a,na,na
2007,5plarrea,1,3,3,71,y,dime,m,a,na,na
2007,5plarrea,1,3,3,72,y,dime,f,a,na,na
2007,5plarrea,1,3,3,74,y,pgfv,f,a,na,na
2007,5plarrea,1,3,3,76,y,dime,m,a,na,na
2007,5plarrea,1,3,3,81,y,dime,m,a,na,na
2007,5plarrea,1,3,3,83,y,dime,f,a,na,na
2007,5plarrea,1,3,3,84,n,dime,m,j,na,33
2007,5plarrea,1,3,3,89,y,pgfv,m,a,na,na
2007,5plarrea,1,3,3,90,y,dime,f,a,na,na
2007,5plarrea,1,3,3,95,y,disp,m,a,na,na
2007,5plarrea,1,3,3,96,y,dime,f,a,na,na
2007,5plarrea,1,3,3,101,y,pgfv,m,a,na,na
2007,5plarrea,1,3,3,104,y,disp,m,a,na,na
2007,5plarrea,1,3,3,105,y,disp,f,a,na,na
2007,5plarrea,1,3,3,106,y,dime,m,a,na,na
2007,5plarrea,1,3,3,108,y,disp,m,a,na,na
2007,5plarrea,1,3,3,109,n,pgfv,m,a,st,8.5
2007,5plarrea,1,3,3,110,y,disp,f,a,na,na
2007,5plarrea,1,3,3,115,y,dime,m,a,na,na
2007,5plarrea,1,3,3,118,y,onar,f,a,na,na
2007,5plarrea,1,3,3,125,y,dime,f,a,na,na
2007,5plarrea,1,3,3,127,y,disp,f,a,na,na
2007,5plarrea,1,3,3,130,n,pgfv,m,a,na,6
2007,5plarrea,1,3,3,131,y,dime,m,a,na,na
2007,5plarrea,1,3,3,132,n,disp,f,a,l,122
2007,5plarrea,1,3,3,134,n,pgfv,m,a,st,8
2007,5plarrea,1,3,3,138,n,onar,m,a,na,14
2007,5plarrea,1,3,3,141,n,dime,f,a,p,41
2007,5plarrea,1,3,5,1,n,onar,f,a,l,56
2007,5plarrea,1,3,5,10,y,dior,f,a,na,na
2007,5plarrea,1,3,5,12,n,pgfv,m,a,st,8
2007,5plarrea,1,3,5,19,y,pgfv,f,a,na,na
2007,5plarrea,1,3,5,21,n,pgfv,f,a,l,7
2007,5plarrea,1,3,5,23,y,dime,m,a,na,na
2007,5plarrea,1,3,5,24,y,dime,m,a,na,na
2007,5plarrea,1,3,5,26,y,pgfv,m,a,na,na
2007,5plarrea,1,3,5,31,y,disp,f,a,na,na
2007,5plarrea,1,3,5,32,y,disp,f,a,na,na
2007,5plarrea,1,3,5,33,y,dime,m,a,na,na
2007,5plarrea,1,3,5,36,y,dime,f,a,na,na
2007,5plarrea,1,3,5,42,y,dime,f,a,na,na
2007,5plarrea,1,3,5,45,n,disp,f,j,na,65
2007,5plarrea,1,3,5,47,n,dime,m,a,st,40
2007,5plarrea,1,3,5,48,y,dime,f,a,na,na
2007,5plarrea,1,3,5,54,y,dime,f,a,na,na
2007,5plarrea,1,3,5,55,y,disp,m,a,na,na
2007,5plarrea,1,3,5,58,y,onar,m,a,na,na
2007,5plarrea,1,3,5,59,n,pgfv,f,a,na,8
2007,5plarrea,1,3,5,60,y,dime,m,a,na,na
2007,5plarrea,1,3,5,66,y,dime,f,a,na,na
2007,5plarrea,1,3,5,69,y,dime,f,a,na,na
2007,5plarrea,1,3,5,70,n,pgfv,f,a,na,7
2007,5plarrea,1,3,5,71,y,dime,m,a,na,na
2007,5plarrea,1,3,5,77,y,dime,m,a,na,na
2007,5plarrea,1,3,5,78,y,dime,m,a,na,na
2007,5plarrea,1,3,5,79,y,disp,m,a,na,na
2007,5plarrea,1,3,5,82,y,dime,m,a,na,na
2007,5plarrea,1,3,5,88,n,remg,f,a,p,13
2007,5plarrea,1,3,5,94,y,dime,m,a,na,na
2007,5plarrea,1,3,5,96,n,dime,m,a,st,45
2007,5plarrea,1,3,5,106,n,pgfv,f,a,na,7.5
2007,5plarrea,1,3,5,107,y,dime,m,a,na,na
2007,5plarrea,1,3,5,112,n,dior,m,a,st,55
2007,5plarrea,1,3,5,113,y,dior,m,a,na,na
2007,5plarrea,1,3,5,114,y,dior,m,a,na,na
2007,5plarrea,1,3,5,115,n,disp,f,a,na,na
2007,5plarrea,1,3,5,118,n,pgfv,f,a,p,8
2007,5plarrea,1,3,5,120,y,pgfv,m,a,na,na
2007,5plarrea,1,3,5,122,n,pgfv,m,a,st,8
2007,5plarrea,1,3,5,124,n,disp,f,a,p,138
2007,5plarrea,1,3,5,125,n,dior,m,na,na,41
2007,5plarrea,1,3,5,126,y,disp,f,a,na,na
2007,5plarrea,1,3,5,129,y,pmer,f,a,na,na
2007,5plarrea,1,3,5,130,y,pmer,m,a,na,na
2007,5plarrea,1,3,5,131,y,pgfv,m,a,na,na
2007,5plarrea,1,3,5,135,y,dior,f,a,na,na
2007,5plarrea,1,3,5,139,y,disp,m,a,na,na
2007,5plarrea,1,3,5,143,y,dior,f,a,p,59
2007,5plarrea,1,3,5,144,n,dior,f,a,p,59
2007,5plarrea,3,1,1,8,n,dime,f,a,na,38
2007,5plarrea,3,1,1,10,n,dime,f,a,na,40
2007,5plarrea,3,1,1,11,n,dime,f,a,na,42
2007,5plarrea,3,1,1,23,n,dime,m,a,na,43
2007,5plarrea,3,1,1,24,n,dime,f,a,na,43
2007,5plarrea,3,1,1,29,n,disp,m,a,na,122
2007,5plarrea,3,1,1,31,n,dime,f,a,na,41
2007,5plarrea,3,1,1,32,n,pmer,m,a,na,23
2007,5plarrea,3,1,1,33,n,dime,f,a,na,37
2007,5plarrea,3,1,1,34,n,pmer,f,a,na,22
2007,5plarrea,3,1,1,35,n,dime,m,a,na,46
2007,5plarrea,3,1,1,36,n,dime,m,a,na,42
2007,5plarrea,3,1,1,41,n,disp,m,a,na,123
2007,5plarrea,3,1,1,42,n,onar,f,a,na,22
2007,5plarrea,3,1,1,45,n,pmer,f,a,p,25
2007,5plarrea,3,1,1,46,n,dime,f,a,p,40
2007,5plarrea,3,1,1,47,n,disp,m,a,st,140
2007,5plarrea,3,1,1,48,n,disp,f,a,p,125
2007,5plarrea,3,1,1,59,n,dime,f,a,p,44
2007,5plarrea,3,1,1,64,n,pgfv,m,a,na,7
2007,5plarrea,3,1,1,66,n,pmer,m,a,na,20
2007,5plarrea,3,1,1,69,n,dime,m,a,na,44
2007,5plarrea,3,1,1,71,n,disp,m,a,st,130
2007,5plarrea,3,1,1,72,n,disp,f,a,p,125
2007,5plarrea,3,1,1,78,n,pmer,f,a,p,17.5
2007,5plarrea,3,1,1,80,n,dime,f,a,na,40
2007,5plarrea,3,1,1,81,n,dime,m,a,na,39
2007,5plarrea,3,1,1,82,n,dime,f,a,na,38
2007,5plarrea,3,1,1,83,n,dime,m,a,na,42
2007,5plarrea,3,1,1,84,n,pmer,m,a,na,18
2007,5plarrea,3,1,1,90,n,dime,m,a,na,43
2007,5plarrea,3,1,1,91,n,pmer,m,a,na,23
2007,5plarrea,3,1,1,92,n,dime,m,a,na,39
2007,5plarrea,3,1,1,93,n,dime,m,a,st,46
2007,5plarrea,3,1,1,96,n,disp,m,a,na,120
2007,5plarrea,3,1,1,108,n,dime,m,a,na,46
2007,5plarrea,3,1,1,111,n,dime,m,a,na,40
2007,5plarrea,3,1,1,116,n,dime,f,a,na,40
2007,5plarrea,3,1,1,117,n,dime,m,j,na,34
2007,5plarrea,3,1,1,118,n,dime,f,a,na,45
2007,5plarrea,3,1,1,125,n,pmer,m,a,na,18.5
2007,5plarrea,3,1,1,128,n,dime,f,a,na,40
2007,5plarrea,3,1,1,130,n,dime,m,a,na,45
2007,5plarrea,3,1,1,131,n,disp,f,j,na,38
2007,5plarrea,3,1,1,145,n,dime,f,a,na,38
2007,5plarrea,3,1,3,3,n,neal,f,j,na,92
2007,5plarrea,3,1,3,8,n,dior,m,a,na,49
2007,5plarrea,3,1,3,11,n,dime,f,a,na,40
2007,5plarrea,3,1,3,12,n,disp,m,a,na,144
2007,5plarrea,3,1,3,17,n,dime,m,a,na,38
2007,5plarrea,3,1,3,21,n,disp,m,a,na,130
2007,5plarrea,3,1,3,22,n,dior,m,a,na,50
2007,5plarrea,3,1,3,24,n,dior,f,a,na,48
2007,5plarrea,3,1,3,27,n,dior,m,a,na,46
2007,5plarrea,3,1,3,28,n,pgfv,f,a,na,7
2007,5plarrea,3,1,3,29,n,dior,f,a,na,49
2007,5plarrea,3,1,3,35,n,pgfv,f,a,na,5
2007,5plarrea,3,1,3,36,n,dime,m,a,na,43
2007,5plarrea,3,1,3,38,n,dior,f,a,na,54
2007,5plarrea,3,1,3,41,n,dime,m,a,na,na
2007,5plarrea,3,1,3,45,n,dior,f,a,na,51
2007,5plarrea,3,1,3,46,n,dime,m,a,st,39
2007,5plarrea,3,1,3,47,n,pgfv,f,a,na,6
2007,5plarrea,3,1,3,55,n,disp,f,a,na,98
2007,5plarrea,3,1,3,56,n,onar,f,a,na,13
2007,5plarrea,3,1,3,57,n,disp,f,a,na,125
2007,5plarrea,3,1,3,60,n,dior,m,a,na,42
2007,5plarrea,3,1,3,70,n,pgfv,f,a,na,8
2007,5plarrea,3,1,3,71,n,dime,m,a,na,43
2007,5plarrea,3,1,3,72,n,dime,m,a,na,38
2007,5plarrea,3,1,3,81,n,pmer,f,a,na,18.5
2007,5plarrea,3,1,3,84,n,disp,f,a,na,130
2007,5plarrea,3,1,3,87,n,pgfv,m,a,na,6.5
2007,5plarrea,3,1,3,92,n,dime,m,a,na,36
2007,5plarrea,3,1,3,95,n,dime,m,a,na,36
2007,5plarrea,3,1,3,96,n,disp,na,na,na,na
2007,5plarrea,3,1,3,100,n,dior,m,a,na,55
2007,5plarrea,3,1,3,101,n,dime,m,a,na,34
2007,5plarrea,3,1,3,102,n,disp,m,a,st,135
2007,5plarrea,3,1,3,103,n,dime,f,a,na,38
2007,5plarrea,3,1,3,104,n,dime,m,a,na,35
2007,5plarrea,3,1,3,105,n,onar,m,a,na,20
2007,5plarrea,3,1,3,107,n,pgfv,f,a,na,7.5
2007,5plarrea,3,1,3,108,n,disp,m,a,st,140
2007,5plarrea,3,1,3,114,n,pgfv,m,j,na,6
2007,5plarrea,3,1,3,115,n,disp,m,a,st,145
2007,5plarrea,3,1,3,119,n,dime,m,a,na,44
2007,5plarrea,3,1,3,122,n,dior,m,a,na,53
2007,5plarrea,3,1,3,127,n,disp,m,a,na,115
2007,5plarrea,3,1,3,129,n,disp,na,na,na,na
2007,5plarrea,3,1,3,130,n,dime,m,a,na,41
2007,5plarrea,3,1,3,133,n,dime,m,a,na,38
2007,5plarrea,3,1,3,137,n,dime,f,a,na,30
2007,5plarrea,3,1,3,138,n,pgfv,f,a,na,7
2007,5plarrea,3,1,3,142,n,dime,m,a,na,45
2007,5plarrea,3,1,3,143,n,dime,f,a,na,39
2007,5plarrea,3,1,5,6,n,dior,f,a,na,51
2007,5plarrea,3,1,5,10,n,dior,m,a,na,42
2007,5plarrea,3,1,5,11,n,neal,f,a,na,189
2007,5plarrea,3,1,5,12,n,dime,m,a,na,43
2007,5plarrea,3,1,5,20,n,dior,m,a,na,52
2007,5plarrea,3,1,5,21,n,disp,f,a,na,122
2007,5plarrea,3,1,5,22,n,dior,m,a,na,47
2007,5plarrea,3,1,5,24,n,dime,m,a,na,49
2007,5plarrea,3,1,5,31,n,dime,m,a,na,42
2007,5plarrea,3,1,5,32,n,dime,m,a,na,45
2007,5plarrea,3,1,5,33,n,dior,f,a,na,50
2007,5plarrea,3,1,5,34,n,dior,f,a,na,51
2007,5plarrea,3,1,5,35,n,disp,m,a,na,140
2007,5plarrea,3,1,5,36,n,dime,f,a,na,39
2007,5plarrea,3,1,5,37,n,dime,m,a,na,43
2007,5plarrea,3,1,5,41,n,dime,m,a,na,48
2007,5plarrea,3,1,5,42,n,dior,f,a,na,56
2007,5plarrea,3,1,5,43,n,pgfv,f,a,na,7
2007,5plarrea,3,1,5,48,n,dime,f,a,na,42
2007,5plarrea,3,1,5,56,n,neal,m,j,na,96
2007,5plarrea,3,1,5,57,n,disp,na,na,na,na
2007,5plarrea,3,1,5,58,n,dime,f,a,na,46
2007,5plarrea,3,1,5,59,n,dior,f,a,na,48
2007,5plarrea,3,1,5,60,n,dime,m,a,na,44
2007,5plarrea,3,1,5,67,n,onar,f,a,na,14
2007,5plarrea,3,1,5,69,n,pgfv,f,a,na,8
2007,5plarrea,3,1,5,70,n,dime,f,a,na,39
2007,5plarrea,3,1,5,71,n,dime,m,a,na,44
2007,5plarrea,3,1,5,80,n,dime,m,a,na,47
2007,5plarrea,3,1,5,81,n,dime,f,j,na,35
2007,5plarrea,3,1,5,83,n,dime,f,a,na,45
2007,5plarrea,3,1,5,84,n,dime,f,a,na,37
2007,5plarrea,3,1,5,87,n,pgfv,f,a,na,7
2007,5plarrea,3,1,5,89,n,dime,f,a,na,39
2007,5plarrea,3,1,5,90,n,dior,m,a,na,42
2007,5plarrea,3,1,5,93,n,disp,m,a,na,140
2007,5plarrea,3,1,5,94,n,dime,f,a,na,38
2007,5plarrea,3,1,5,95,n,disp,m,a,na,100
2007,5plarrea,3,1,5,96,n,dime,m,a,na,43
2007,5plarrea,3,1,5,104,n,dior,m,a,na,57
2007,5plarrea,3,1,5,107,n,dime,m,a,na,43
2007,5plarrea,3,1,5,108,n,dime,f,a,na,41
2007,5plarrea,3,1,5,109,n,pgfv,f,a,na,36
2007,5plarrea,3,1,5,115,n,dime,f,a,na,36
2007,5plarrea,3,1,5,118,n,onar,m,a,na,15
2007,5plarrea,3,1,5,122,n,dior,m,a,na,49
2007,5plarrea,3,1,5,126,n,disp,m,a,na,142
2007,5plarrea,3,1,5,128,n,dime,m,a,na,40
2007,5plarrea,3,1,5,130,n,disp,f,a,p,133
2007,5plarrea,3,1,5,131,n,dior,m,a,na,51
2007,5plarrea,3,1,5,132,n,dime,m,a,na,44
2007,5plarrea,3,1,5,134,n,onar,m,a,na,17
2007,5plarrea,3,1,5,137,n,dior,f,a,na,42
2007,5plarrea,3,1,5,143,n,dior,f,a,na,52
2007,5plarrea,3,1,5,144,n,dior,m,a,na,49
2007,5plarrea,3,2,1,5,y,dime,f,a,na,38
2007,5plarrea,3,2,1,6,n,pmer,f,a,na,18
2007,5plarrea,3,2,1,9,n,dime,m,a,na,40
2007,5plarrea,3,2,1,11,y,dime,m,a,na,na
2007,5plarrea,3,2,1,12,n,disp,f,a,na,110
2007,5plarrea,3,2,1,18,y,disp,f,a,na,118
2007,5plarrea,3,2,1,19,n,dime,f,a,na,33
2007,5plarrea,3,2,1,21,y,pmer,m,a,na,21
2007,5plarrea,3,2,1,23,y,dime,f,a,na,na
2007,5plarrea,3,2,1,24,y,dime,m,a,na,na
2007,5plarrea,3,2,1,28,y,dime,f,a,na,na
2007,5plarrea,3,2,1,34,y,dime,m,a,na,na
2007,5plarrea,3,2,1,35,y,dime,f,a,na,36
2007,5plarrea,3,2,1,36,y,dime,m,a,na,na
2007,5plarrea,3,2,1,47,y,dime,f,a,na,na
2007,5plarrea,3,2,1,48,y,disp,f,a,na,na
2007,5plarrea,3,2,1,54,y,disp,f,a,na,na
2007,5plarrea,3,2,1,55,y,dime,m,a,na,na
2007,5plarrea,3,2,1,58,y,dime,f,a,na,na
2007,5plarrea,3,2,1,59,y,disp,m,a,na,na
2007,5plarrea,3,2,1,60,y,pmer,f,a,na,na
2007,5plarrea,3,2,1,65,y,onar,f,a,na,na
2007,5plarrea,3,2,1,66,y,pmer,m,a,na,20
2007,5plarrea,3,2,1,68,y,disp,m,a,na,na
2007,5plarrea,3,2,1,69,y,dime,m,a,na,na
2007,5plarrea,3,2,1,71,y,disp,f,a,na,na
2007,5plarrea,3,2,1,72,n,pmer,m,a,na,21
2007,5plarrea,3,2,1,75,y,dime,f,a,na,na
2007,5plarrea,3,2,1,80,y,dime,f,a,na,na
2007,5plarrea,3,2,1,81,y,dime,f,a,na,na
2007,5plarrea,3,2,1,82,y,dime,m,a,na,na
2007,5plarrea,3,2,1,83,y,dime,m,a,na,na
2007,5plarrea,3,2,1,84,n,pmer,m,a,na,18
2007,5plarrea,3,2,1,86,n,dime,f,a,na,40
2007,5plarrea,3,2,1,90,n,pmer,f,a,na,17
2007,5plarrea,3,2,1,91,n,pmer,m,a,na,17
2007,5plarrea,3,2,1,93,y,dime,m,a,na,na
2007,5plarrea,3,2,1,96,y,disp,f,a,na,na
2007,5plarrea,3,2,1,100,y,dime,f,a,na,na
2007,5plarrea,3,2,1,103,n,dime,m,a,na,41
2007,5plarrea,3,2,1,104,y,pmer,f,a,na,15
2007,5plarrea,3,2,1,105,n,dime,m,a,na,42
2007,5plarrea,3,2,1,106,n,dime,m,a,na,38
2007,5plarrea,3,2,1,107,n,pmer,m,a,na,16
2007,5plarrea,3,2,1,108,y,dime,m,a,na,na
2007,5plarrea,3,2,1,115,y,dime,f,a,na,na
2007,5plarrea,3,2,1,117,n,dime,m,a,na,45
2007,5plarrea,3,2,1,118,n,pmdi,f,a,na,26
2007,5plarrea,3,2,1,119,y,dime,f,a,na,na
2007,5plarrea,3,2,1,120,y,dime,m,a,na,na
2007,5plarrea,3,2,1,128,n,disp,f,a,na,110
2007,5plarrea,3,2,1,130,y,dime,f,a,na,na
2007,5plarrea,3,2,1,132,y,dime,m,a,na,na
2007,5plarrea,3,2,1,138,n,dior,f,a,na,50
2007,5plarrea,3,2,1,142,y,pmer,m,a,na,na
2007,5plarrea,3,2,1,143,y,dime,f,a,na,na
2007,5plarrea,3,2,1,144,n,pmer,m,a,na,18
2007,5plarrea,3,2,3,4,y,neal,f,a,na,na
2007,5plarrea,3,2,3,6,n,pgfv,f,a,na,6.5
2007,5plarrea,3,2,3,7,y,dior,m,a,na,na
2007,5plarrea,3,2,3,8,n,dior,m,j,na,37
2007,5plarrea,3,2,3,9,y,dior,m,a,na,na
2007,5plarrea,3,2,3,10,n,onar,m,a,na,18
2007,5plarrea,3,2,3,11,y,dime,f,a,na,na
2007,5plarrea,3,2,3,20,n,dior,m,a,na,47
2007,5plarrea,3,2,3,21,y,disp,m,a,na,na
2007,5plarrea,3,2,3,30,y,dime,m,a,na,na
2007,5plarrea,3,2,3,33,n,onar,m,a,na,15
2007,5plarrea,3,2,3,34,y,dior,f,a,na,na
2007,5plarrea,3,2,3,35,n,dime,f,a,na,45
2007,5plarrea,3,2,3,36,y,dime,m,a,na,na
2007,5plarrea,3,2,3,38,n,pgfv,f,a,na,6
2007,5plarrea,3,2,3,40,y,dime,m,a,na,na
2007,5plarrea,3,2,3,43,y,dior,f,a,na,na
2007,5plarrea,3,2,3,45,y,disp,f,a,na,na
2007,5plarrea,3,2,3,47,n,dior,f,a,na,56
2007,5plarrea,3,2,3,50,n,dime,m,a,na,na
2007,5plarrea,3,2,3,56,y,dime,m,a,na,na
2007,5plarrea,3,2,3,58,y,disp,f,a,na,na
2007,5plarrea,3,2,3,60,y,dior,m,a,na,na
2007,5plarrea,3,2,3,65,n,pmer,f,a,na,18.5
2007,5plarrea,3,2,3,67,n,pgfv,f,a,na,6.5
2007,5plarrea,3,2,3,68,n,dime,f,a,na,35
2007,5plarrea,3,2,3,70,y,dime,m,a,na,na
2007,5plarrea,3,2,3,71,n,pgfv,f,a,na,7
2007,5plarrea,3,2,3,72,y,disp,f,a,na,na
2007,5plarrea,3,2,3,75,y,dior,f,a,na,na
2007,5plarrea,3,2,3,83,y,dime,m,a,na,na
2007,5plarrea,3,2,3,84,y,dime,m,a,na,na
2007,5plarrea,3,2,3,88,y,dime,m,a,na,na
2007,5plarrea,3,2,3,91,n,dime,m,a,na,37
2007,5plarrea,3,2,3,92,n,onar,f,a,na,16
2007,5plarrea,3,2,3,95,n,disp,m,a,na,130
2007,5plarrea,3,2,3,96,n,dime,m,a,na,39
2007,5plarrea,3,2,3,102,y,onar,m,a,na,19
2007,5plarrea,3,2,3,104,y,dime,m,a,na,na
2007,5plarrea,3,2,3,105,n,dior,m,a,na,38
2007,5plarrea,3,2,3,106,y,dime,f,a,na,na
2007,5plarrea,3,2,3,107,n,dime,f,a,na,38
2007,5plarrea,3,2,3,108,y,dime,m,a,na,na
2007,5plarrea,3,2,3,114,n,dime,f,a,na,42
2007,5plarrea,3,2,3,115,y,disp,m,a,na,na
2007,5plarrea,3,2,3,116,n,pgfv,f,a,na,6
2007,5plarrea,3,2,3,117,y,dior,m,a,na,na
2007,5plarrea,3,2,3,118,n,dime,f,a,na,32
2007,5plarrea,3,2,3,119,n,disp,m,a,na,140
2007,5plarrea,3,2,3,121,n,pgfv,m,a,na,7
2007,5plarrea,3,2,3,124,n,dime,m,j,na,36
2007,5plarrea,3,2,3,127,y,disp,m,a,na,na
2007,5plarrea,3,2,3,129,n,disp,f,a,na,105
2007,5plarrea,3,2,3,130,n,dime,f,j,na,36
2007,5plarrea,3,2,3,131,y,dime,m,a,na,na
2007,5plarrea,3,2,3,136,y,dior,m,a,na,na
2007,5plarrea,3,2,3,137,y,pgfv,f,a,na,na
2007,5plarrea,3,2,3,137,n,pgfv,m,a,na,6
2007,5plarrea,3,2,3,138,n,pmer,m,a,na,17
2007,5plarrea,3,2,3,142,y,dime,m,a,na,na
2007,5plarrea,3,2,3,143,y,dime,f,a,na,na
2007,5plarrea,3,2,3,144,n,neal,f,j,na,na
2007,5plarrea,3,2,5,3,y,dime,m,a,na,na
2007,5plarrea,3,2,5,6,n,onar,m,a,na,18
2007,5plarrea,3,2,5,7,y,dior,m,a,na,na
2007,5plarrea,3,2,5,9,n,dime,m,a,na,40
2007,5plarrea,3,2,5,10,y,dior,m,a,na,na
2007,5plarrea,3,2,5,12,n,neal,m,a,na,na
2007,5plarrea,3,2,5,19,n,dime,m,j,na,36
2007,5plarrea,3,2,5,21,y,disp,f,a,na,na
2007,5plarrea,3,2,5,23,y,dime,m,a,na,na
2007,5plarrea,3,2,5,24,n,dior,m,a,na,48
2007,5plarrea,3,2,5,29,y,dior,f,a,na,na
2007,5plarrea,3,2,5,31,y,dime,m,a,na,na
2007,5plarrea,3,2,5,33,y,dior,f,a,na,na
2007,5plarrea,3,2,5,35,y,disp,m,a,na,na
2007,5plarrea,3,2,5,36,y,dime,f,a,na,na
2007,5plarrea,3,2,5,39,n,dime,m,a,na,40
2007,5plarrea,3,2,5,41,y,dime,m,a,na,na
2007,5plarrea,3,2,5,42,y,dior,f,a,na,na
2007,5plarrea,3,2,5,43,n,dime,m,a,na,41
2007,5plarrea,3,2,5,45,y,dime,m,a,na,na
2007,5plarrea,3,2,5,46,y,pgfv,f,a,na,na
2007,5plarrea,3,2,5,47,n,dior,m,a,na,44
2007,5plarrea,3,2,5,48,y,dime,f,a,na,na
2007,5plarrea,3,2,5,51,y,dime,f,a,na,na
2007,5plarrea,3,2,5,54,y,dime,f,a,na,na
2007,5plarrea,3,2,5,56,y,neal,m,a,na,na
2007,5plarrea,3,2,5,57,n,disp,m,a,na,110
2007,5plarrea,3,2,5,59,y,dior,f,a,na,na
2007,5plarrea,3,2,5,60,y,dime,m,a,na,na
2007,5plarrea,3,2,5,62,n,pgfv,f,a,na,7.5
2007,5plarrea,3,2,5,64,n,disp,m,a,na,125
2007,5plarrea,3,2,5,65,n,dior,m,a,na,41
2007,5plarrea,3,2,5,67,y,dime,m,a,na,na
2007,5plarrea,3,2,5,69,n,pgfv,f,a,na,6.5
2007,5plarrea,3,2,5,70,y,dime,f,a,na,na
2007,5plarrea,3,2,5,71,y,dime,m,a,na,na
2007,5plarrea,3,2,5,77,y,onar,f,a,na,14
2007,5plarrea,3,2,5,80,y,dime,f,a,na,na
2007,5plarrea,3,2,5,84,y,dime,f,a,na,na
2007,5plarrea,3,2,5,90,y,dime,m,a,na,na
2007,5plarrea,3,2,5,91,y,disp,m,a,na,na
2007,5plarrea,3,2,5,92,n,pgfv,f,a,na,7
2007,5plarrea,3,2,5,94,y,dior,m,a,na,na
2007,5plarrea,3,2,5,95,y,disp,m,a,na,na
2007,5plarrea,3,2,5,96,y,dime,m,a,na,na
2007,5plarrea,3,2,5,103,y,dime,f,a,na,na
2007,5plarrea,3,2,5,106,y,dime,f,a,na,na
2007,5plarrea,3,2,5,107,y,dime,m,a,na,na
