"id","new","species","period","time","date","quadr","sex","known","weight","ot","sc","in.","pr","op","lg","year"
"1770",TRUE,"TS",108,"AM",19841011,"G4","F",FALSE,44.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1779",FALSE,"PM",108,"AM",19841011,"G3","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1611",FALSE,"TS",108,"AM",19841011,"G2","F",FALSE,55.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1731",FALSE,"TS",108,"AM",19841011,"G2","F",FALSE,51.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1143",FALSE,"TS",108,"AM",19841011,"G1","M",FALSE,92.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1427",FALSE,"TS",108,"AM",19841011,"I5","M",FALSE,91.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1695",FALSE,"PM",108,"AM",19841011,"J10","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1734",TRUE,"PM",108,"AM",19841011,"A1","F",FALSE,8.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1545",FALSE,"PM",108,"AM",19841011,"A1","M",FALSE,19.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1984
"1610",FALSE,"PL",108,"AM",19841011,"B2","F",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1616",FALSE,"PM",108,"AM",19841011,"A3","F",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FL2RR3",FALSE,"BB",108,"AM",19841011,"A4","O",TRUE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1781",FALSE,"PM",108,"AM",19841011,"A9","F",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1634",FALSE,"PM",108,"AM",19841011,"A10","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1602",FALSE,"PL",108,"AM",19841011,"D8","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1467",FALSE,"PM",108,"AM",19841011,"D2","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1984
"1660",FALSE,"PM",108,"AM",19841011,"D1","F",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1727",TRUE,"PM",108,"AM",19841011,"F1","F",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1750",FALSE,"PL",108,"AM",19841011,"F3","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1474",FALSE,"TS",108,"AM",19841011,"F4","F",FALSE,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR2",FALSE,"CG",108,"AM",19841011,"F9","F",FALSE,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1984
"1638",FALSE,"TS",108,"AM",19841011,"H7","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1755",FALSE,"TS",108,"AM",19841011,"H5","M",FALSE,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1753",FALSE,"TS",108,"AM",19841011,"H4","M",FALSE,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1628",FALSE,"PM",108,"AM",19841011,"H3","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1508",FALSE,"PM",108,"AM",19841011,"H3","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"904",FALSE,"TS",108,"AM",19841011,"H2","F",FALSE,94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1984
"1680",FALSE,"TS",108,"AM",19841011,"H2","F",FALSE,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1567",FALSE,"PM",108,"AM",19841011,"H1","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1662",FALSE,"PL",108,"AM",19841011,"J1","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1513",FALSE,"PM",108,"AM",19841011,"J2","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1706",FALSE,"TS",108,"AM",19841011,"J6","F",FALSE,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1609",TRUE,"PM",108,"AM",19841011,"J9","F",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1474",FALSE,"TS",108,"PM",19841011,"B3","F",FALSE,89.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1744",FALSE,"TS",108,"PM",19841011,"B8","M",FALSE,80.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1714",FALSE,"TS",108,"PM",19841011,"E8","M",FALSE,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR2FL1",TRUE,"CG",108,"PM",19841011,"F9","M",FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1709",FALSE,"TS",108,"PM",19841011,"G4","F",FALSE,39.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1770",FALSE,"TS",108,"PM",19841011,"G3","F",FALSE,47.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1682",TRUE,"TS",108,"PM",19841011,"J3","F",FALSE,58.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1427",FALSE,"TS",108,"PM",19841011,"J4","M",FALSE,89.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1728",FALSE,"TS",108,"PM",19841011,"J9","M",FALSE,63.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1654",TRUE,"TS",108,"PM",19841011,"J10","M",FALSE,75.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1467",FALSE,"PM",109,"AM",19841024,"C1","F",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1610",FALSE,"PL",109,"AM",19841024,"B2","F",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1612",TRUE,"PM",109,"AM",19841024,"A6","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1723",FALSE,"PM",109,"AM",19841024,"A8","F",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1680",FALSE,"TS",109,"AM",19841024,"B10","F",FALSE,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1714",FALSE,"TS",109,"AM",19841024,"B9","M",FALSE,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1474",FALSE,"TS",109,"AM",19841024,"B9","F",FALSE,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1772",FALSE,"PL",109,"AM",19841024,"B5","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FL2LR3",TRUE,"NI",109,"AM",19841024,"B3","O",TRUE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1785",TRUE,"PL",109,"AM",19841024,"C3","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1730",TRUE,"PL",109,"AM",19841024,"C6","F",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1634",FALSE,"PM",109,"AM",19841024,"C7","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1580",FALSE,"PM",109,"AM",19841024,"C8","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1626",FALSE,"PL",109,"AM",19841024,"C9","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1762",FALSE,"PM",109,"AM",19841024,"C9","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1602",FALSE,"PL",109,"AM",19841024,"D9","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1781",FALSE,"PM",109,"AM",19841024,"D6","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR4",TRUE,"CG",109,"AM",19841024,"D5","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1716",FALSE,"PL",109,"AM",19841024,"D4","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1660",FALSE,"PM",109,"AM",19841024,"D1","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1567",FALSE,"PM",109,"AM",19841024,"E1","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1750",FALSE,"PM",109,"AM",19841024,"E7","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR2",FALSE,"CG",109,"AM",19841024,"F10","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1508",FALSE,"PM",109,"AM",19841024,"F8","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1709",FALSE,"TS",109,"AM",19841024,"G2","F",FALSE,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1633",FALSE,"PM",109,"AM",19841024,"G6","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1754",FALSE,"PL",109,"AM",19841024,"G8","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1695",FALSE,"PM",109,"AM",19841024,"H10","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1628",FALSE,"PM",109,"AM",19841024,"H10","M",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1706",FALSE,"TS",109,"AM",19841024,"H8","F",FALSE,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1733",FALSE,"TS",109,"PM",19841024,"A1","M",FALSE,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1313",FALSE,"TS",109,"PM",19841024,"A2","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1715",FALSE,"TS",109,"PM",19841024,"B10","M",FALSE,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1714",FALSE,"TS",109,"PM",19841024,"B10","M",FALSE,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1474",FALSE,"TS",109,"PM",19841024,"B9","F",FALSE,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1710",FALSE,"TS",109,"PM",19841024,"D5","F",FALSE,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1792",FALSE,"TS",109,"PM",19841024,"F5","F",FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1694",FALSE,"TS",109,"PM",19841024,"F1","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"904",FALSE,"TS",109,"PM",19841024,"G2","F",FALSE,96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1436",FALSE,"TS",109,"PM",19841024,"G6","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1793",FALSE,"TS",109,"PM",19841024,"H8","F",FALSE,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1706",FALSE,"TS",109,"PM",19841024,"H7","F",FALSE,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1552",FALSE,"TS",109,"PM",19841024,"I2","F",FALSE,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1728",FALSE,"TS",109,"PM",19841024,"J8","M",FALSE,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1764",FALSE,"TS",109,"PM",19841024,"J2","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1644",FALSE,"PM",109,"AM",19841025,"C1","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1610",FALSE,"PL",109,"AM",19841025,"B2","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1738",TRUE,"PL",109,"AM",19841025,"A1","M",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1789",FALSE,"TS",109,"AM",19841025,"A2","M",FALSE,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1778",TRUE,"PM",109,"AM",19841025,"A3","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1612",FALSE,"PM",109,"AM",19841025,"A7","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1723",FALSE,"PM",109,"AM",19841025,"A8","F",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1781",FALSE,"PM",109,"AM",19841025,"A8","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1714",FALSE,"TS",109,"AM",19841025,"B10","M",FALSE,73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1710",FALSE,"TS",109,"AM",19841025,"B9","F",FALSE,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1580",FALSE,"PM",109,"AM",19841025,"B7","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1772",FALSE,"PM",109,"AM",19841025,"B6","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1641",FALSE,"PM",109,"AM",19841025,"B3","F",FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1467",FALSE,"PM",109,"AM",19841025,"C3","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1716",FALSE,"PL",109,"AM",19841025,"C3","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1702",TRUE,"TS",109,"AM",19841025,"C2","M",FALSE,61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR4",FALSE,"TS",109,"AM",19841025,"C2","M",FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1533",FALSE,"PM",109,"AM",19841025,"C7","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1762",FALSE,"PL",109,"AM",19841025,"C8","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1634",FALSE,"PM",109,"AM",19841025,"C9","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR2RR1",FALSE,"CG",109,"AM",19841025,"D9","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1739",TRUE,"PM",109,"AM",19841025,"D8","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1734",FALSE,"PM",109,"AM",19841025,"D7","F",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1790",TRUE,"PM",109,"AM",19841025,"D6","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1785",FALSE,"PL",109,"AM",19841025,"D5","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1660",FALSE,"PM",109,"AM",19841025,"D1","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1567",FALSE,"PM",109,"AM",19841025,"E1","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1731",FALSE,"TS",109,"AM",19841025,"E7","F",FALSE,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1740",FALSE,"PM",109,"AM",19841025,"E2","M",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1608",TRUE,"PL",109,"AM",19841025,"E6","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1602",FALSE,"PL",109,"AM",19841025,"E8","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1550",FALSE,"PM",109,"AM",19841025,"E9","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR2RR2",TRUE,"CG",109,"AM",19841025,"F10","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1LR1",FALSE,"CG",109,"AM",19841025,"F10","M",FALSE,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1750",FALSE,"PM",109,"AM",19841025,"F4","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1736",TRUE,"PM",109,"AM",19841025,"F2","M",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"349",FALSE,"TS",109,"AM",19841025,"G1","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1732",FALSE,"TS",109,"AM",19841025,"G10","F",FALSE,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1711",FALSE,"PL",109,"AM",19841025,"H10","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR2",FALSE,"CG",109,"AM",19841025,"H9","F",FALSE,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1754",FALSE,"PL",109,"AM",19841025,"H6","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1552",FALSE,"TS",109,"AM",19841025,"H5","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1709",FALSE,"TS",109,"AM",19841025,"H4","F",FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1662",FALSE,"PM",109,"AM",19841025,"H2","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1694",FALSE,"TS",109,"AM",19841025,"H1","M",FALSE,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1633",FALSE,"PL",109,"AM",19841025,"H7","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"NONE",FALSE,"SC",109,"AM",19841025,"I8","O",TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1695",FALSE,"PM",109,"AM",19841025,"J10","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1728",FALSE,"TS",109,"AM",19841025,"J9","M",FALSE,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1796",FALSE,"TS",109,"AM",19841025,"J8","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1628",FALSE,"PM",109,"AM",19841025,"J7","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1609",FALSE,"PM",109,"AM",19841025,"J7","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1682",FALSE,"TS",109,"AM",19841025,"J4","F",FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1508",FALSE,"PM",109,"AM",19841025,"J3","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1513",FALSE,"PM",109,"AM",19841025,"J1","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1644",FALSE,"PM",109,"PM",19841025,"C1","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1717",TRUE,"TS",109,"PM",19841025,"A1","M",FALSE,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1715",FALSE,"TS",109,"PM",19841025,"A10","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1680",FALSE,"TS",109,"PM",19841025,"A10","F",FALSE,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1714",FALSE,"TS",109,"PM",19841025,"B9","M",FALSE,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1704",FALSE,"TS",109,"PM",19841025,"D5","M",FALSE,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1694",FALSE,"TS",109,"PM",19841025,"E1","M",FALSE,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR1",FALSE,"CG",109,"PM",19841025,"F10","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1792",FALSE,"TS",109,"PM",19841025,"G4","F",FALSE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1706",FALSE,"TS",109,"PM",19841025,"G7","F",FALSE,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1615",FALSE,"TS",109,"PM",19841025,"G10","M",FALSE,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"904",FALSE,"TS",109,"PM",19841025,"H1","F",FALSE,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1692",FALSE,"TS",109,"PM",19841025,"I1","F",FALSE,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1728",FALSE,"TS",109,"PM",19841025,"J10","M",FALSE,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1796",FALSE,"TS",109,"PM",19841025,"J9","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1793",FALSE,"TS",109,"PM",19841025,"J7","F",FALSE,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1644",FALSE,"PM",109,"AM",19841026,"C1","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1738",FALSE,"PL",109,"AM",19841026,"B2","M",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1610",FALSE,"PL",109,"AM",19841026,"A1","F",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1778",FALSE,"PL",109,"AM",19841026,"A3","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1712",FALSE,"PM",109,"AM",19841026,"A5","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1634",FALSE,"PM",109,"AM",19841026,"A10","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1715",FALSE,"TS",109,"AM",19841026,"B10","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1474",FALSE,"TS",109,"AM",19841026,"B9","F",FALSE,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1790",FALSE,"PM",109,"AM",19841026,"B6","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1734",FALSE,"PM",109,"AM",19841026,"B4","F",FALSE,11.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1702",FALSE,"TS",109,"AM",19841026,"B3","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1783",TRUE,"PM",109,"AM",19841026,"C2","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1467",FALSE,"PM",109,"AM",19841026,"C3","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1641",FALSE,"PM",109,"AM",19841026,"C3","F",FALSE,9.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1772",FALSE,"PL",109,"AM",19841026,"C6","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1784",FALSE,"PL",109,"AM",19841026,"C8","F",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1580",FALSE,"PM",109,"AM",19841026,"C7","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1602",FALSE,"PL",109,"AM",19841026,"C9","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1732",FALSE,"TS",109,"AM",19841026,"D10","F",FALSE,74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1714",FALSE,"TS",109,"AM",19841026,"D9","M",FALSE,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1739",FALSE,"PM",109,"AM",19841026,"D7","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1781",FALSE,"PM",109,"AM",19841026,"D6","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1710",FALSE,"TS",109,"AM",19841026,"D4","F",FALSE,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1716",FALSE,"PL",109,"AM",19841026,"D4","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1750",FALSE,"PM",109,"AM",19841026,"D3","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1694",FALSE,"TS",109,"AM",19841026,"D1","M",FALSE,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1737",FALSE,"TS",109,"AM",19841026,"E2","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1785",FALSE,"PL",109,"AM",19841026,"E6","F",FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1791",TRUE,"PM",109,"AM",19841026,"E6","F",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1762",FALSE,"PL",109,"AM",19841026,"E8","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR2",FALSE,"CG",109,"AM",19841026,"E9","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR2RR2",FALSE,"CG",109,"AM",19841026,"E10","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR2RR1",FALSE,"CG",109,"AM",19841026,"E10","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1436",FALSE,"TS",109,"AM",19841026,"F8","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"FR1RR4",FALSE,"CG",109,"AM",19841026,"F5","M",FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1608",FALSE,"PL",109,"AM",19841026,"F4","F",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1740",FALSE,"PM",109,"AM",19841026,"F3","M",FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1660",FALSE,"PM",109,"AM",19841026,"F2","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1736",FALSE,"PM",109,"AM",19841026,"F1","M",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
"1711",FALSE,"PL",109,"AM",19841026,"G5","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1984
