SubsetSppID,AOU,CommonName,Route Expected,MeanN,logN,MeanLogN,AbundClass,Mass(g),logMass,66-04Trend,TrConf,NumRoutes2002,Brange_Area_km2,log_Brange_Area,Mean_Rel_Im,new_Im,Num_routes,migclass,migclass1,BiomeH,BiomeH_noMex,NumBiomes,OMI,Tol,1yr Prop,5yr Prop,10yr Prop,Foraging,Trophic Group,,,
241,6210,Northern Shrike,22,1.375,0.138302698,0.050171666,,66,1.819543936,,,,3525154.198,6.547178119,,,,short,migrant,1.403566555,1.403566555,9,11.75839329,0.78350449,0,0.091,0.136,swoops,insectivore,,1,1
242,6220,Loggerhead Shrike,599,2.794626022,0.446323699,0.280568566,Low,47,1.672097858,-3.8,B,497,8856430.877,6.947258737,0.46748,0.4556,278,short,migrant,2.670624559,2.517321661,37,2.017336744,1.05339031,0.237,0.381,0.467,swoops,insectivore,,0.53252,0.5444
243,6230,Black-whiskered Vireo,10,7.059027778,0.848744891,0.588719941,Med,18,1.255272505,,,6,270114.4762,5.43154786,0.45682,0.50339,4,neotrop,migrant,1.72514673,0.754919711,5,16.6076287,0.061832396,0.1,0.1,0.1,foliage glean,insectivore,,0.54318,0.49661
244,6240,Red-eyed Vireo,673,16.03897171,1.205176521,0.811764717,High,15.5,1.190331698,1.3,Y,1379,11769234.78,7.070748226,0.58866,0.5744,1142,neotrop,migrant,1.858668193,1.858668193,26,1.258807678,0.195461454,0.724,0.819,0.866,hover/glean,insectivore,,0.41134,0.4256
245,6260,Philadelphia Vireo,83,2.942987045,0.46878835,0.218432081,Low,12,1.079181246,2.5,B,59,2740030.092,6.437755332,0.53437,0.57814,29,neotrop,migrant,1.311472411,1.311472411,9,4.490493997,0.257853595,0.096,0.193,0.313,hover/glean,insectivore,,0.46563,0.42186
246,6270,Warbling Vireo,697,6.476860394,0.811364536,0.51730229,Med,15,1.176091259,1.1,B,1109,9790512.562,6.990805429,0.54343,0.54075,824,neotrop,migrant,2.522252462,2.466420359,35,1.68747922,2.609799781,0.532,0.664,0.72,foliage glean,insectivore,,0.45657,0.45925
247,6280,Yellow-throated Vireo,461,2.138930019,0.330196576,0.214570971,Low,18,1.255272505,1.1,Y,513,3164624.551,6.500322193,0.53518,0.53485,280,neotrop,migrant,1.072293188,1.072293188,11,2.299091888,0.932791643,0.41,0.683,0.781,foliage glean,insectivore,,0.46482,0.46515
248,6290,Blue-headed Vireo,180,3.244859608,0.511195911,0.303129363,Low,17,1.230448921,4.9,Y,333,3317326.505,6.520788219,0.5509,0.55165,213,neotrop,migrant,0.896431345,0.896431345,8,1.959275558,0.246896379,0.522,0.711,0.778,foliage glean,insectivore,,0.4491,0.44835
249,6291,Plumbeous Vireo,51,4.69151603,0.671313205,0.456714546,Med,17,1.230448921,-0.2,B,173,1294382.211,6.112062536,0.58932,0.55344,132,neotrop,migrant,2.614128512,2.247290528,18,5.729187686,0.749449949,0.373,0.451,0.529,foliage glean,insectivore,,0.41068,0.44656
250,6292,Cassin's Vireo,99,4.316686215,0.63515048,0.442000007,Med,17,1.230448921,1.1,B,90,1412071.623,6.149856725,0.52635,0.51134,69,neotrop,migrant,2.517806802,2.517806802,20,8.254016671,0.565566559,0.414,0.566,0.667,foliage glean,insectivore,,0.47365,0.48866
251,6300,Black-capped Vireo,11,3.27202381,0.514816455,0.38809769,Low,9,0.954242509,,,5,389882.8608,5.590934144,0.948413,0.49831,3,neotrop,migrant,1.59683387,1.59683387,9,8.349522258,0.057836609,0,0.091,0.182,foliage glean,insectivore,,0.051587,0.50169
252,6310,White-eyed Vireo,381,7.208997163,0.857874855,0.576584001,Med,11,1.041392685,0.3,B,640,3035092.474,6.482171928,0.54197,0.54141,485,neotrop,migrant,1.667017891,1.617564247,16,6.586376949,0.702938989,0.601,0.724,0.782,foliage glean,insectivore,,0.45803,0.45859
253,6320,Hutton's Vireo,45,2.912311508,0.464237826,0.345350588,Low,12,1.079181246,0.7,Y,81,1215937.93,6.084911406,0.5979,0.5626,48,resid,resid,2.905839729,2.457125558,26,6.868072898,0.615894614,0.311,0.489,0.556,foliage glean,insectivore,,0.4021,0.4374
254,6330,Bell's Vireo,142,4.073837552,0.610003707,0.281427979,Med,9,0.954242509,-2.7,B,110,2636903.39,6.421094219,0.46266,0.44624,73,neotrop,migrant,2.133705187,2.060096426,28,4.222669913,1.291694438,0.169,0.324,0.437,foliage glean,insectivore,,0.53734,0.55376
255,6340,Gray Vireo,17,2.745272905,0.438585524,0.229752271,Low,13,1.113943352,0.5,Y,18,483111.7002,5.684047556,0.48157,0.49574,13,neotrop,migrant,2.268816875,2.268816875,24,8.911199413,0.356276242,0.176,0.294,0.294,foliage glean,insectivore,,0.51843,0.50426
256,6360,Black-and-white Warbler,400,3.625909762,0.559416992,0.361708594,Low,11,1.041392685,-0.4,B,543,5371649.072,6.730107633,0.55149,0.55448,333,neotrop,migrant,1.209400129,1.209400129,11,1.638853482,0.224271772,0.435,0.62,0.683,bark glean,insectivore,,0.44851,0.44552
257,6370,Prothonotary Warbler,298,2.801680176,0.447418557,0.239154131,Med,15.75,1.197280558,-1.5,Y,182,2172594.992,6.336978774,0.47085,0.37442,81,neotrop,migrant,1.216145006,1.216145006,9,6.350994826,0.56520463,0.228,0.322,0.386,bark glean,insectivore,,0.52915,0.62558
258,6380,Swainson's Warbler,121,1.441760729,0.158893192,0.093153418,Low,19,1.278753601,8.6,Y,40,1143173.026,6.058111969,0.50038,0.4598,13,neotrop,migrant,1.227462727,1.227462727,9,7.710696072,0.481799423,0.116,0.273,0.322,ground glean,insectivore,,0.49962,0.5402
259,6390,Worm-eating Warbler,284,1.93820006,0.287398603,0.179363165,Low,13,1.113943352,1.2,Y,176,1753886.228,6.244001418,0.45442,0.46999,60,neotrop,migrant,0.969260757,0.969260757,7,2.483297178,0.328734114,0.236,0.415,0.475,foliage glean,insectivore,,0.54558,0.53001
260,6410,Blue-winged Warbler,308,2.21390637,0.34515925,0.212075524,Low,8,0.903089987,-0.7,Y,146,1782986.441,6.251148041,0.46527,0.48229,63,neotrop,migrant,0.557939238,0.557939238,5,1.485537295,0.084154811,0.211,0.373,0.461,foliage glean,insectivore,,0.53473,0.51771
261,6420,Golden-winged Warbler,252,1.811653379,0.258075108,0.147750977,Low,9.5,0.977723605,-2.5,Y,52,1392609.333,6.143829301,0.54808,0.49475,30,neotrop,migrant,0.244734945,0.244734945,4,2.358708253,0.370369676,0.075,0.159,0.254,foliage glean,insectivore,,0.45192,0.50525
262,6430,Lucy's Warbler,16,12.43149586,1.09452339,0.619282716,High,7,0.84509804,-0.3,B,20,391513.0604,5.592746254,0.45154,0.37534,14,short,migrant,2.079068806,2.017779242,17,11.87498859,0.156318943,0.375,0.625,0.625,foliage glean,insectivore,,0.54846,0.62466
263,6440,Virginia's Warbler,21,4.569124673,0.659833008,0.469921823,Med,8,0.903089987,-0.8,B,55,280847.5712,5.448470672,0.4606,0.46704,47,neotrop,migrant,2.054018444,2.054018444,17,8.993092736,0.422130997,0.333,0.429,0.476,ground glean,insectivore,,0.5394,0.53296
264,6450,Nashville Warbler,205,8.605263075,0.934764152,0.551445602,High,9,0.954242509,2.7,B,324,2764620.908,6.441635588,0.54573,0.53642,251,neotrop,migrant,1.477776417,1.477776417,19,1.982491851,0.223012613,0.42,0.546,0.644,foliage glean,insectivore,,0.45427,0.46358
265,6460,Orange-crowned Warbler,181,8.249737088,0.916440108,0.587300813,Med,9,0.954242509,-1.3,B,330,7451933.474,6.872268969,0.53501,0.52045,259,neotrop,migrant,2.161480153,2.161480153,31,3.530283904,1.05085443,0.431,0.53,0.58,foliage glean,insectivore,,0.46499,0.47955
266,6470,Tennessee Warbler,65,6.58041144,0.818253049,0.388480592,High,10.25,1.010723865,-0.3,Y,102,4757616.346,6.677389418,0.38251,0.43241,55,neotrop,migrant,1.068275197,1.068275197,11,5.774972842,0.772753061,0.277,0.431,0.615,foliage glean,insectivore,,0.61749,0.56759
267,6480,Northern Parula,408,3.931587667,0.594567964,0.358021697,Med,9,0.954242509,0.8,B,553,3352709.963,6.525395985,0.4964,0.49032,384,neotrop,migrant,1.301122608,1.301122608,11,3.192044514,1.132600371,0.458,0.662,0.718,foliage glean,insectivore,,0.5036,0.50968
269,6500,Cape May Warbler,59,1.985870927,0.297951018,0.168320867,Low,11,1.041392685,0,Y,55,2565011.573,6.409089329,0.43719,0.53564,23,neotrop,migrant,0.787422425,0.787422425,7,3.98559056,0.261622086,0.119,0.254,0.475,foliage glean,insectivore,,0.56281,0.46436
271,6520,Yellow Warbler,704,7.935042699,0.899549268,0.599012755,Med,11.5,1.06069784,0.3,B,1327,14878009.74,7.172544839,0.527,0.51309,998,neotrop,migrant,2.499002147,2.448940876,38,1.260727196,1.025062808,0.649,0.79,0.835,foliage glean,insectivore,,0.473,0.48691
272,6540,Black-throated Blue Warbler,136,2.722932522,0.435036879,0.27959646,Low,10.75,1.031408464,1,Y,173,1145360.437,6.058942178,0.50929,0.46143,99,neotrop,migrant,0.484876992,0.484876992,4,2.5552229,0.124830605,0.36,0.603,0.654,hover/glean,insectivore,,0.49071,0.53857
273,6550,Yellow-rumped Warbler,316,10.83560186,1.034853039,0.714642521,High,12.38,1.092720645,0.4,B,374,9823384.738,6.992261154,0.56809,0.56508,299,short,migrant,2.204123702,2.204123702,34,3.847653162,1.250473627,0.573,0.671,0.712,foliage glean,insectivore,,0.43191,0.43492
274,6570,Magnolia Warbler,156,7.103215434,0.851454987,0.480261238,Med,9.5,0.977723605,1.6,B,261,3647918.046,6.562045073,0.53391,0.53371,216,neotrop,migrant,0.899787133,0.899787133,9,3.073518749,0.115255684,0.417,0.628,0.692,hover/glean,insectivore,,0.46609,0.46629
275,6580,Cerulean Warbler,256,2.157992937,0.334050019,0.176521196,Low,9.5,0.977723605,-4.3,Y,73,1232869.79,6.090917211,0.25105,0.41437,27,neotrop,migrant,0.470437765,0.470437765,5,1.758247707,0.118575559,0.105,0.199,0.281,foliage glean,insectivore,,0.74895,0.58563
276,6590,Chestnut-sided Warbler,204,7.812758872,0.892804421,0.60811663,Med,9.75,0.989004616,-0.6,Y,410,2416050.671,6.383106038,0.56727,0.56214,340,neotrop,migrant,0.923372565,0.923372565,5,2.524855503,0.164546879,0.681,0.809,0.863,foliage glean,insct/om,,0.43273,0.43786
277,6600,Bay-breasted Warbler,48,2.270505304,0.356122521,0.180596906,Low,12.75,1.105510185,-2.4,Y,50,2636135.633,6.420967752,0.50121,0.43136,23,neotrop,migrant,0.629428599,0.629428599,6,3.67824009,0.085293109,0.104,0.375,0.458,foliage glean,insectivore,,0.49879,0.56864
278,6610,Blackpoll Warbler,45,5.989283592,0.777374877,0.383541696,Med,13,1.113943352,-2.7,Y,51,6319508.191,6.800683281,0.48404,0.48439,47,neotrop,migrant,1.255984654,1.255984654,14,6.936383836,0.92942734,0.178,0.467,0.556,foliage glean,insectivore,,0.51596,0.51561
279,6620,Blackburnian Warbler,188,3.223624392,0.508344433,0.314927574,Low,10,1,0.8,B,201,2021385.135,6.305649068,0.54302,0.53343,144,neotrop,migrant,0.813129373,0.813129373,5,2.698093217,0.131936687,0.351,0.516,0.596,foliage glean,insct/om,,0.45698,0.46657
280,6630,Yellow-throated Warbler,269,2.519482507,0.401311347,0.237770232,Low,9,0.954242509,0.9,Y,217,1929246.244,6.285387663,0.54523,0.47711,117,neotrop,migrant,1.222775323,1.215696404,8,4.040777061,0.521936718,0.26,0.431,0.528,bark glean,insectivore,,0.45477,0.52289
281,6640,Grace's Warbler,27,6.361252835,0.803542657,0.659422573,Med,8,0.903089987,-2.3,Y,23,1126277.14,6.051645269,0.44552,0.42648,20,neotrop,migrant,2.957819624,2.302519899,16,8.271154289,0.107484639,0.185,0.185,0.185,foliage glean,insectivore,,0.55448,0.57352
282,6650,Black-throated Gray Warbler,113,4.836502288,0.684531398,0.448039546,Med,8.5,0.929418926,0.1,B,132,1792245.817,6.253397575,0.49725,0.4846,89,neotrop,migrant,2.662160996,2.662160996,25,6.430476842,1.096216595,0.23,0.416,0.469,foliage glean,insectivore,,0.50275,0.5154
284,6670,Black-throated Green Warbler,230,4.713536713,0.673346894,0.427231928,Med,9,0.954242509,-1.8,B,358,3308313.219,6.51960662,0.49223,0.48339,263,neotrop,migrant,0.798741405,0.798741405,7,2.220158109,0.169136973,0.526,0.661,0.704,foliage glean,insectivore,,0.50777,0.51661
285,6680,Townsend's Warbler,56,9.849421769,0.993410735,0.583445068,High,9,0.954242509,0.5,Y,113,1400111.657,6.146162671,0.46946,0.45053,94,neotrop,migrant,2.208999705,2.208999705,16,5.981542393,1.136130346,0.5,0.589,0.768,foliage glean,insectivore,,0.53054,0.54947
286,6690,Hermit Warbler,37,12.50466107,1.097071925,0.790045128,High,9.75,0.989004616,0,B,74,335122.8885,5.525204091,0.48902,0.4788,54,neotrop,migrant,2.055225249,2.055225249,15,10.20622586,0.463110722,0.27,0.432,0.486,foliage glean,insectivore,,0.51098,0.5212
287,6710,Pine Warbler,293,7.066176895,0.849184505,0.560831863,Med,12,1.079181246,0.9,B,568,2377227.871,6.376070813,0.5086,0.50874,392,short,migrant,1.106263921,0.836148466,11,5.373691483,1.01088946,0.597,0.703,0.73,bark glean,insct/om,,0.4914,0.49126
288,6720,Palm Warbler,46,2.553111796,0.407069832,0.2317321,Low,10,1,3.8,Y,41,3364313.157,6.526896414,0.35094,0.34111,15,neotrop,migrant,0.561695056,0.561695056,6,3.521797091,0.281622266,0.087,0.261,0.348,ground glean,insectivore,,0.64906,0.65889
289,6730,Prairie Warbler,261,3.359077655,0.526220044,0.324195283,Low,8.25,0.916453949,-2.1,Y,358,1565554.095,6.194668078,0.44186,0.42826,190,neotrop,migrant,0.896633384,0.896633384,9,3.874069786,0.591472624,0.444,0.678,0.755,foliage glean,insectivore,,0.55814,0.57174
290,6740,Ovenbird,456,12.49436923,1.096714336,0.746226962,High,19,1.278753601,0.5,Y,823,5209025.23,6.716756461,0.53003,0.50152,660,neotrop,migrant,1.220701861,1.220701861,12,1.672051304,0.328786428,0.632,0.715,0.739,ground glean,insectivore,,0.46997,0.49848
291,6750,Northern Waterthrush,236,4.060149333,0.608542007,0.319522095,Med,18,1.255272505,-0.1,B,268,7570213.825,6.879108147,0.44528,0.44798,165,neotrop,migrant,1.531256775,1.531256775,17,4.655778497,0.97382011,0.301,0.458,0.538,ground glean,insectivore,,0.55472,0.55202
292,6760,Louisiana Waterthrush,376,1.482741904,0.171065561,0.113516189,Low,21,1.322219295,0.8,Y,195,2410309.708,6.38207285,0.52559,0.46841,77,neotrop,migrant,0.945383501,0.945383501,8,2.307089524,0.383609517,0.178,0.396,0.516,ground glean,insectivore,,0.47441,0.53159
293,6770,Kentucky Warbler,293,2.66099261,0.425043669,0.263011423,Low,14,1.146128036,-1,B,294,1969699.202,6.294399909,0.52966,0.50585,183,neotrop,migrant,1.03547921,1.03547921,8,3.782228939,0.549650415,0.382,0.577,0.696,ground glean,insectivore,,0.47034,0.49415
294,6780,Connecticut Warbler,36,2.753208232,0.439839059,0.295635379,Low,15,1.176091259,-1.3,Y,35,1178594.85,6.071364539,0.27508,0.40523,20,neotrop,migrant,0.99542613,0.99542613,5,5.934615786,0.164765849,0.056,0.278,0.389,ground glean,insectivore,,0.72492,0.59477
295,6790,Mourning Warbler,161,4.395262854,0.642984853,0.368631748,Low,12.75,1.105510185,-1.2,Y,219,2700805.283,6.431493274,0.51421,0.52131,158,neotrop,migrant,0.915953238,0.915953238,6,3.457304594,0.155193116,0.404,0.621,0.696,foliage glean,insectivore,,0.48579,0.47869
296,6800,MacGillivray's Warbler,150,6.264075339,0.796856972,0.500528542,Med,10,1,-0.5,B,261,2631642.578,6.420226904,0.57465,0.53432,193,neotrop,migrant,2.58587855,2.58587855,30,6.04260779,0.691474001,0.4,0.493,0.54,foliage glean,insectivore,,0.42535,0.46568
297,6810,Common Yellowthroat,715,11.17657588,1.048308771,0.793883964,High,10.58,1.024485668,-0.4,Y,1711,11282148.95,7.052391829,0.57776,0.55984,1435,neotrop,migrant,2.358287676,2.29508827,39,0.863692569,0.491252122,0.808,0.898,0.926,foliage glean,insectivore,,0.42224,0.44016
298,6830,Yellow-breasted Chat,515,7.76625619,0.890211713,0.543534441,Med,26.5,1.423245874,0,Y,701,6148136.484,6.7887435,0.50533,0.49667,522,neotrop,migrant,2.496949234,2.449468397,34,3.877116967,1.514439484,0.456,0.604,0.682,foliage glean,insct/om,,0.49467,0.50333
299,6840,Hooded Warbler,335,3.743625009,0.57329234,0.35810346,Med,10.75,1.031408464,0.7,B,364,2007056.572,6.302559614,0.47438,0.45617,226,neotrop,migrant,1.047694901,1.047694901,9,4.457131599,0.946844037,0.4,0.558,0.603,foliage glean,insectivore,,0.52562,0.54383
300,6850,Wilson's Warbler,128,6.519428999,0.81420956,0.427597076,Med,7.5,0.875061263,-1.6,B,268,7924272.244,6.898959388,0.50435,0.50872,185,neotrop,migrant,1.793975974,1.793975974,27,4.077465074,0.867443808,0.422,0.664,0.758,foliage glean,insectivore,,0.49565,0.49128
301,6860,Canada Warbler,159,2.056730402,0.313177368,0.185361989,Low,11,1.041392685,-2,Y,120,2759370.52,6.44081002,0.45989,0.45648,53,neotrop,migrant,0.801089083,0.801089083,5,2.586435916,0.160740776,0.245,0.478,0.604,hover/glean,insectivore,,0.54011,0.54352
302,6870,American Redstart,511,6.017198347,0.779394328,0.46964011,Med,9,0.954242509,-0.6,Y,629,6658042.054,6.823346534,0.49879,0.48681,453,neotrop,migrant,1.739958017,1.739958017,23,1.771554433,0.346476864,0.427,0.554,0.62,hover/glean,insectivore,,0.50121,0.51319
303,6880,Painted Redstart,17,3.09949495,0.491290933,0.396746036,Low,8,0.903089987,,,6,1126860.339,6.051870094,0.08383,0.32409,3,neotrop,migrant,2.805478275,2.034312819,17,7.724878064,0.038392855,0.176,0.176,0.176,foliage glean,insectivore,,0.91617,0.67591
304,6882,House Sparrow,811,31.22503644,1.494502954,1.059956232,High,27.75,1.443262987,-2.6,Y,1650,23324193,7.367806626,0.34349,0.32583,1498,resid,resid,2.914661323,2.603647599,39,0.457469142,0.63021288,0.734,0.82,0.859,ground glean,insct/om,,0.65651,0.67417
305,6883,Eurasian Tree Sparrow,12,2.679703116,0.428086681,0.309447441,Low,22,1.342422681,4.7,Y,16,43476.83219,4.638257893,0.1111,0.22949,12,resid,resid,0.601847595,0.601847595,2,2.002506836,0.002059415,0.5,0.75,0.917,ground glean,insct/om,,0.8889,0.77051
306,6900,Red-faced Warbler,12,6.657575758,0.823316117,0.548134232,High,10,1,,,5,393792.1619,5.595267068,0.29609,0.31564,4,neotrop,migrant,2.02166725,1.905401811,10,8.3771507,0.107362724,0.25,0.333,0.333,foliage glean,insectivore,,0.70391,0.68436
308,6970,American Pipit,58,3.842283951,0.584589457,0.294239475,Med,21.5,1.33243846,,,5,5430764.961,6.734861007,0.30769,0.27745,2,neotrop,migrant,1.922995688,1.922995688,33,9.847776315,0.632122536,0.017,0.017,0.034,ground glean,insectivore,,0.69231,0.72255
309,7000,Sprague's Pipit,41,6.174253968,0.79058449,0.368788227,Med,25,1.397940009,-4.4,B,49,1157705.89,6.063598243,0.45353,0.42609,30,short,migrant,0.685216085,0.685216085,7,6.24643704,0.091361936,0.244,0.293,0.439,ground glean,insectivore,,0.54647,0.57391
310,7020,Sage Thrasher,117,14.76357192,1.169191444,0.751884244,High,43.5,1.638489257,-0.8,B,151,1752305.837,6.243609908,0.56155,0.53738,124,short,migrant,2.022443733,2.022443733,15,10.25227511,0.282004067,0.41,0.53,0.573,ground glean,insectivore,,0.43845,0.46262
311,7030,Northern Mockingbird,779,20.60266086,1.313923314,0.925557798,High,49,1.69019608,-0.6,Y,1194,10141030.42,7.006082085,0.59681,0.5818,1022,resid,resid,2.799610559,2.597744049,38,3.558574725,1.169980826,0.528,0.597,0.646,ground glean,insectivore,,0.40319,0.4182
312,7040,Gray Catbird,636,6.703587331,0.826307272,0.53166931,Med,37,1.568201724,-0.1,Y,1163,6814322.318,6.833422672,0.5325,0.53829,870,neotrop,migrant,1.773097,1.773097,23,1.02065407,0.312578421,0.682,0.84,0.874,ground glean,insct/om,,0.4675,0.46171
313,7050,Brown Thrasher,589,4.041785119,0.606573221,0.442535202,Low,69,1.838849091,-1.2,Y,1131,5671033.561,6.753662217,0.55522,0.53818,818,short,migrant,1.373960302,1.373960302,18,1.566005782,1.197286772,0.716,0.878,0.925,ground glean,omnivore,,0.44478,0.46182
315,7070,Curve-billed Thrasher,33,4.152417027,0.618300963,0.27274648,Low,79,1.897627091,-1.2,Y,59,2015441.79,6.304370259,0.53679,0.5158,38,short,migrant,2.471693946,2.102870536,19,9.367458681,0.490721778,0.455,0.727,0.879,ground glean,insectivore,,0.46321,0.4842
316,7080,Bendire's Thrasher,27,1.898939099,0.278511037,0.184777672,Low,62,1.792391689,-5.3,Y,11,774979.7247,5.88929034,0.33527,0.33856,5,short,migrant,2.356773013,2.218776268,16,12.36917548,0.259241532,0.111,0.37,0.407,ground glean,insectivore,,0.66473,0.66144
317,7100,California Thrasher,16,3.56543514,0.55211254,0.295264117,Low,84,1.924279286,-1.9,B,25,167310.3485,5.223522804,0.46854,0.51337,18,resid,resid,1.882090841,1.882090841,13,5.440186768,0.198791242,0.438,0.438,0.5,ground glean,insectivore,,0.53146,0.48663
319,7120,Crissal Thrasher,22,1.720026455,0.235535127,0.125694982,Low,63,1.799340549,1.2,Y,15,1011858.888,6.005119951,0.16155,0.29032,5,resid,resid,1.81400967,1.705921104,20,12.69391665,0.399966467,0.273,0.591,0.864,ground glean,insectivore,,0.83845,0.70968
320,7130,Cactus Wren,36,12.68930325,1.103437776,0.682886007,High,39,1.591064607,-2.6,B,86,1849178.701,6.266978882,0.55181,0.5394,69,resid,resid,2.402456188,2.197469751,26,11.45492416,0.441805607,0.722,0.806,0.833,ground glean,insectivore,,0.44819,0.4606
321,7150,Rock Wren,208,4.42584631,0.645996329,0.361931951,Med,17,1.230448921,-1.9,Y,246,5421941.675,6.734154841,0.45733,0.43999,195,short,migrant,2.89101313,2.659928461,34,8.120001094,0.75250512,0.327,0.548,0.649,ground glean,insectivore,,0.54267,0.56001
322,7170,Canyon Wren,165,1.703447293,0.231328701,0.134553644,Low,13,1.113943352,-2.8,Y,63,4298692.702,6.6333364,0.40249,0.3943,25,resid,resid,2.980352729,2.74025138,31,5.968899111,0.911310131,0.115,0.224,0.261,ground glean,insectivore,,0.59751,0.6057
323,7180,Carolina Wren,405,13.30076938,1.123876763,0.833575115,High,19,1.278753601,0.9,Y,888,3218028.633,6.507589904,0.65138,0.62697,725,resid,resid,1.728398495,1.537257686,16,5.488274952,0.752359057,0.807,0.899,0.923,ground glean,insectivore,,0.34862,0.37303
324,7190,Bewick's Wren,140,6.930056022,0.840736745,0.4913148,Med,10,1,-0.2,Y,271,3303112.786,6.518923403,0.52104,0.49565,194,short,migrant,2.974977879,2.878274257,34,3.411040057,0.887121255,0.421,0.607,0.664,ground glean,insectivore,,0.47896,0.50435
325,7210,House Wren,612,8.715260322,0.940280364,0.654990592,Med,10.5,1.021189299,0.5,Y,1240,25185817.46,7.401156051,0.54231,0.53662,979,neotrop,migrant,2.627623036,2.233838349,36,0.69403224,1.306981107,0.714,0.845,0.886,ground glean,insectivore,,0.45769,0.46338
326,7220,Winter Wren,280,7.908015781,0.898067527,0.483604147,Med,10,1,2.2,Y,377,5143776.486,6.711282089,0.53256,0.5165,292,short,migrant,1.899492338,1.899492338,25,4.736138534,1.922129381,0.414,0.55,0.589,ground glean,insectivore,,0.46744,0.4835
327,7240,Sedge Wren,162,4.658284435,0.668226003,0.373469207,Med,9,0.954242509,1.9,Y,150,6594398.888,6.819175214,0.35175,0.34195,125,short,migrant,1.32355289,1.00629258,9,3.998257099,0.31709376,0.272,0.506,0.599,ground glean,insectivore,,0.64825,0.65805
328,7250,Marsh Wren,465,4.683241386,0.670546543,0.367730163,Med,11.75,1.070037867,3.3,Y,158,4845111.7,6.685303794,0.21,0.19659,97,short,migrant,2.138458615,2.117562533,31,1.259024811,2.046173846,0.08,0.159,0.194,ground glean,insectivore,,0.79,0.80341
329,7260,Brown Creeper,373,1.950320953,0.290106087,0.175796323,Low,8,0.903089987,0.4,Y,220,6530049.909,6.814916501,0.50848,0.52365,106,short,migrant,2.733635542,2.55006981,36,2.331020079,1.329797246,0.172,0.346,0.399,bark glean,insectivore,,0.49152,0.47635
330,7270,White-breasted Nuthatch,721,3.00705396,0.478141221,0.320511244,Low,21,1.322219295,2,Y,931,8608157.338,6.934910196,0.49428,0.48527,620,resid,resid,2.538166922,2.449991408,37,0.298841579,1.157398136,0.479,0.675,0.717,bark glean,insectivore,,0.50572,0.51473
331,7280,Red-breasted Nuthatch,354,4.931821454,0.693007345,0.426407181,Med,10,1,1.5,B,556,7122201.57,6.852614261,0.55813,0.5188,424,short,migrant,2.228749621,2.228749621,33,2.784074169,1.159722652,0.41,0.59,0.658,bark glean,insectivore,,0.44187,0.4812
332,7290,Brown-headed Nuthatch,110,3.205764476,0.505931612,0.375996665,Med,10,1,-1.4,B,158,941956.4317,5.974030816,0.31495,0.29116,91,resid,resid,1.127825929,1.122097575,7,7.710200272,0.234353991,0.436,0.673,0.718,bark glean,insectivore,,0.68505,0.70884
333,7300,Pygmy Nuthatch,115,5.413274754,0.733460071,0.478836162,Med,11,1.041392685,0.4,B,61,1953051.208,6.29071363,0.35353,0.31894,47,resid,resid,2.825578653,2.694099542,27,6.292457792,0.814490128,0.104,0.174,0.226,bark glean,insectivore,,0.64647,0.68106
334,7310,Tufted Titmouse,439,11.76243616,1.070497279,0.894053071,High,22,1.342422681,0.9,Y,1069,2968700.561,6.472566395,0.57494,0.574,858,resid,resid,1.181354906,1.181354906,10,2.971241218,0.753109202,0.904,0.936,0.948,foliage glean,insectivore,,0.42506,0.426
335,7330,Oak Titmouse,13,12.67908886,1.103088046,0.637505003,High,18.25,1.261262869,-1.4,B,56,173893.8664,5.240284264,0.51878,0.5553,39,resid,resid,1.967908051,1.967908051,12,5.377123992,0.296572145,0.615,0.692,0.846,foliage glean,insectivore,,0.48122,0.4447
336,7331,Juniper Titmouse,53,2.948541667,0.469607269,0.286995803,Low,18.25,1.261262869,0.7,Y,39,1060619.915,6.025559778,0.46255,0.39413,26,resid,resid,2.09736059,2.076794383,17,9.211865755,0.219187092,0.17,0.321,0.377,foliage glean,insct/om,,0.53745,0.60587
338,7350,Black-capped Chickadee,495,7.433137517,0.871172168,0.621792059,Med,11,1.041392685,1.3,B,954,8791416.628,6.944058862,0.51641,0.48288,757,resid,resid,2.022495883,2.022495883,22,1.246585051,0.46827529,0.659,0.772,0.816,foliage glean,insectivore,,0.48359,0.51712
339,7360,Carolina Chickadee,255,8.659627534,0.937499213,0.755720621,Med,11,1.041392685,-0.7,B,712,2238037.319,6.349867324,0.50295,0.48685,567,resid,resid,1.444162457,1.444162457,10,4.147259975,0.547917033,0.867,0.922,0.929,foliage glean,insectivore,,0.49705,0.51315
340,7380,Mountain Chickadee,139,9.540734001,0.979581788,0.635587965,High,11.75,1.070037867,-0.8,B,243,2690488.566,6.429831151,0.55393,0.51792,205,resid,resid,2.502088413,2.502088413,27,7.338666386,0.660939916,0.417,0.496,0.547,foliage glean,insectivore,,0.44607,0.48208
342,7400,Boreal Chickadee,84,2.254266247,0.353005208,0.220819107,Low,10,1,-3.2,Y,84,7068758.078,6.849343119,0.43443,0.4273,54,resid,resid,1.343468619,1.343468619,18,4.798456272,0.997144792,0.226,0.429,0.512,foliage glean,insectivore,,0.56557,0.5727
